# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-05-10 16:52:32 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 422302071083801 FRESH POND IN GATE HOUSE AT CAMBRIDGE, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 422302071083801
#    DD parameter statistic   Description
#    02   00010     00003     Temperature, water, degrees Celsius (Mean)
#    03   00020     00003     Temperature, air, degrees Celsius (Mean)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#    05   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00010_00003	02_00010_00003_cd	03_00020_00003	03_00020_00003_cd	04_00095_00003	04_00095_00003_cd	05_00045_00006	05_00045_00006_cd
USGS	422302071083801	2007-12-07	7.0	A	-1.4	A	416	A	0.02	A
USGS	422302071083801	2007-12-08	6.4	A	1.5	A	418	A	0.00	A
USGS	422302071083801	2007-12-09	6.4	A	0.2	A	419	A	0.04	A
USGS	422302071083801	2007-12-10	6.2	A	-1.2	A	419	A	0.03	A
USGS	422302071083801	2007-12-11	6.3	A	-0.4	A	416	A	0.06	A
USGS	422302071083801	2007-12-12	5.7	A	4.7	A	417	A	0.00	A
USGS	422302071083801	2007-12-13	5.4	A	-4.2	A	412	A	0.38	A
USGS	422302071083801	2007-12-14	5.3	A	-0.6	A	411	A	0.25	A
USGS	422302071083801	2007-12-15	5.1	A	-5.4	A	410	A	0.00	A
USGS	422302071083801	2007-12-16	4.3	A	-0.7	A	411	A	1.25	A
USGS	422302071083801	2007-12-17	3.5	A	-4.5	A	412	A	0.00	A
USGS	422302071083801	2007-12-18	3.9	A	-4.9	A	414	A	0.00	A
USGS	422302071083801	2007-12-19	4.4	A	-1.2	A	417	A	0.11	A
USGS	422302071083801	2007-12-20	4.3	A	-1.2	A	421	A	0.31	A
USGS	422302071083801	2007-12-21	4.3	A	-3.7	A	422	A	0.00	A
USGS	422302071083801	2007-12-22	4.4	A	-0.7	A	425	A	0.01	A
USGS	422302071083801	2007-12-23	4.3	A	5.9	A	427	A	0.00	A
USGS	422302071083801	2007-12-24	3.9	A	4.6	A	429	A	0.00	A
USGS	422302071083801	2007-12-25	4.0	A	2.0	A	433	A	0.00	A
USGS	422302071083801	2007-12-26	4.3	A	0.7	A	437	A	0.00	A
USGS	422302071083801	2007-12-27	4.1	A	1.5	A	438	A	0.09	A
USGS	422302071083801	2007-12-28	4.2	A	3.8	A	440	A	0.00	A
USGS	422302071083801	2007-12-29	4.4	A	4.0	A	442	A	0.19	A
USGS	422302071083801	2007-12-30	4.4	A	2.5	A	449	A	0.13	A
USGS	422302071083801	2007-12-31	3.9	A	1.8	A	454	A	0.31	A
USGS	422302071083801	2008-01-01	4.1	A	0.3	A	453	A	0.35	A
USGS	422302071083801	2008-01-02	3.6	A	-4.0	A	450	A	0.00	A
USGS	422302071083801	2008-01-03	3.0	A	-12.6	A	438	A	0.00	A
USGS	422302071083801	2008-01-04	3.6	A	-6.2	A	442	A	0.00	A
USGS	422302071083801	2008-01-05	3.5	A	1.6	A	448	A	0.00	A
USGS	422302071083801	2008-01-06	3.4	A	4.4	A	454	A	0.00	A
USGS	422302071083801	2008-01-07	3.4	A	8.0	A	457	A	0.00	A
USGS	422302071083801	2008-01-08	3.4	A	12.8	A	461	A	0.00	A
USGS	422302071083801	2008-01-09	3.5	A	12.4	A	460	A	0.00	A
USGS	422302071083801	2008-01-10	4.0	A	5.5	A	459	A	0.00	A
USGS	422302071083801	2008-01-11	4.2	A	4.3	A	462	A	1.10	A
USGS	422302071083801	2008-01-12	4.2	A	4.5	A	463	A	0.00	A
USGS	422302071083801	2008-01-13	4.4	A	2.7	A	465	A	0.00	A
USGS	422302071083801	2008-01-14	3.6	A	-0.5	A	471	A	0.49	A
USGS	422302071083801	2008-01-15	3.8	A	-1.7	A	474	A	0.01	A
USGS	422302071083801	2008-01-16	3.5	A	-2.7	A	474	A	0.00	A
USGS	422302071083801	2008-01-17	4.1	A	-2.5	A	476	A	0.00	A
USGS	422302071083801	2008-01-18	4.0	A	4.2	A	479	A	0.43	A
USGS	422302071083801	2008-01-19	4.0	A	-0.1	A	480	A	0.00	A
USGS	422302071083801	2008-01-20	3.8	A	-4.1	A	477	A	0.00	A
USGS	422302071083801	2008-01-21	3.8	A	-7.3	A	472	A	0.00	A
USGS	422302071083801	2008-01-22	3.7	A	-1.4	A	479	A	0.01	A
USGS	422302071083801	2008-01-23	3.6	A	0.4	A	481	A	0.00	A
USGS	422302071083801	2008-01-24	3.7	A	-2.5	A	482	A	0.00	A
USGS	422302071083801	2008-01-25	3.4	A	-5.0	A	481	A	0.00	A
USGS	422302071083801	2008-01-26	3.8	A	-2.5	A	484	A	0.00	A
USGS	422302071083801	2008-01-27	3.5	A	-1.9	A	489	A	0.09	A
USGS	422302071083801	2008-01-28	3.3	A	-0.8	A	487	A	0.00	A
USGS	422302071083801	2008-01-29	3.4	A	1.1	A	493	A	0.00	A
USGS	422302071083801	2008-01-30	3.1	A	5.3	A	499	A	0.02	A
USGS	422302071083801	2008-01-31	3.2	A	-1.4	A	500	A	0.00	A
USGS	422302071083801	2008-02-01	3.2	A	1.4	A	505	A	1.21	A
USGS	422302071083801	2008-02-02	3.0	A	5.7	A	506	A	0.00	A
USGS	422302071083801	2008-02-03	3.6	A	3.3	A	505	A	0.00	A
USGS	422302071083801	2008-02-04	3.8	A	2.3	A	509	A	0.00	A
USGS	422302071083801	2008-02-05	3.7	A	3.8	A	514	A	0.51	A
USGS	422302071083801	2008-02-06	3.7	A	4.4	A	518	A	1.02	A
USGS	422302071083801	2008-02-07	3.5	A	-0.4	A	519	A	0.53	A
USGS	422302071083801	2008-02-08	3.3	A	-2.1	A	523	A	0.02	A
USGS	422302071083801	2008-02-09	3.5	A	-0.3	A	526	A	0.11	A
USGS	422302071083801	2008-02-10	3.3	A	-0.1	A	528	A	0.08	A
USGS	422302071083801	2008-02-11	3.2	A	-7.9	A	513	A	0.00	A
USGS	422302071083801	2008-02-12	3.4	A	-5.6	A	517	A	0.07	A
USGS	422302071083801	2008-02-13	3.2	A	1.3	A	528	A	2.49	A
USGS	422302071083801	2008-02-14	2.7	A	0.6	A	532	A	0.00	A
USGS	422302071083801	2008-02-15	2.9	A	2.3	A	530	A	0.00	A
USGS	422302071083801	2008-02-16	3.2	A	-4.3	A	522	A	0.00	A
USGS	422302071083801	2008-02-17	3.5	A	0.2	A	527	A	0.00	A
USGS	422302071083801	2008-02-18	3.0	A	12.8	A	536	A	0.69	A
USGS	422302071083801	2008-02-19	3.4	A	2.7	A	536	A	0.00	A
USGS	422302071083801	2008-02-20	3.3	A	-3.2	A	533	A	0.00	A
USGS	422302071083801	2008-02-21	3.6	A	-4.4	A	526	A	0.00	A
USGS	422302071083801	2008-02-22	3.6	A	-3.2	A	532	A	0.42	A
USGS	422302071083801	2008-02-23	3.5	A	-2.1	A	539	A	0.12	A
USGS	422302071083801	2008-02-24	3.7	A	-1.4	A	540	A	0.00	A
USGS	422302071083801	2008-02-25	3.8	A	2.3	A	542	A	0.00	A
USGS	422302071083801	2008-02-26	3.6	A	1.9	A	546	A	0.52	A
USGS	422302071083801	2008-02-27	3.5	A	1.4	A	548	A	0.00	A
USGS	422302071083801	2008-02-28	3.8	A	-5.3	A	542	A	0.00	A
USGS	422302071083801	2008-02-29	4.1	A	-7.3	A	536	A	0.00	A
USGS	422302071083801	2008-03-01	3.7	A	0.7	A	545	A	0.27	A
USGS	422302071083801	2008-03-02	3.5	A	0.4	A	542	A	0.00	A
USGS	422302071083801	2008-03-03	3.5	A	3.7	A	548	A	0.00	A
USGS	422302071083801	2008-03-04	3.3	A	9.2	A	555	A	0.43	A
USGS	422302071083801	2008-03-05	3.7	A	7.6	A	555	A	0.32	A
USGS	422302071083801	2008-03-06	4.4	A	2.8	A	553	A	0.00	A
USGS	422302071083801	2008-03-07	4.7	A	2.8	A	555	A	0.21	A
USGS	422302071083801	2008-03-08	4.5	A	5.2	A	555	A	2.02	A
USGS	422302071083801	2008-03-09	4.8	A	2.1	A	547	A	0.00	A
USGS	422302071083801	2008-03-10	5.1	A	-1.1	A	540	A	0.00	A
USGS	422302071083801	2008-03-11	5.2	A	0.5	A	542	A	0.00	A
USGS	422302071083801	2008-03-12	4.8	A	3.4	A	550	A	0.21	A
USGS	422302071083801	2008-03-13	4.9	A	1.1	A	548	A	0.00	A
USGS	422302071083801	2008-03-14	5.3	A	4.9	A	548	A	0.00	A
USGS	422302071083801	2008-03-15	5.1	A	3.2	A	547	A	0.26	A
USGS	422302071083801	2008-03-16	5.1	A	3.4	A	547	A	0.00	A
USGS	422302071083801	2008-03-17	5.1	A	1.8	A	543	A	0.00	A
USGS	422302071083801	2008-03-18	5.4	A	2.1	A	543	A	0.00	A
USGS	422302071083801	2008-03-19	5.2	A	2.8	A	545	A	0.41	A
USGS	422302071083801	2008-03-20	5.1	A	4.9	A	546	A	0.38	A
USGS	422302071083801	2008-03-21	5.5	A	1.2	A	532	A	0.00	A
USGS	422302071083801	2008-03-22	5.6	A	2.1	A	529	A	0.00	A
USGS	422302071083801	2008-03-23	5.8	A	1.8	A	528	A	0.00	A
USGS	422302071083801	2008-03-24	6.1	A	1.8	A	530	A	0.00	A
USGS	422302071083801	2008-03-25	6.2	A	0.5	A	529	A	0.00	A
USGS	422302071083801	2008-03-26	6.1	A	8.0	A	529	A	0.00	A
USGS	422302071083801	2008-03-27	6.5	A	6.6	A	530	A	0.00	A
USGS	422302071083801	2008-03-28	6.2	A	2.9	A	541	A	0.34	A
USGS	422302071083801	2008-03-29	6.2	A	-0.1	A	528	A	0.01	A
USGS	422302071083801	2008-03-30	6.6	A	1.3	A	516	A	0.00	A
USGS	422302071083801	2008-03-31	6.1	A	4.3	A	518	A	0.17	A
USGS	422302071083801	2008-04-01	6.5	A	15.3	A	515	A	0.31	A
USGS	422302071083801	2008-04-02	7.1	A	6.1	A	505	A	0.01	A
USGS	422302071083801	2008-04-03	7.8	A	5.4	A	489	A	0.00	A
USGS	422302071083801	2008-04-04	7.3	A	5.1	A	481	A	0.82	A
USGS	422302071083801	2008-04-05	7.1	A	6.8	A	485	A	0.05	A
USGS	422302071083801	2008-04-06	7.2	A	5.0	A	485	A	0.02	A
USGS	422302071083801	2008-04-07	7.1	A	4.6	A	482	A	0.00	A
USGS	422302071083801	2008-04-08	7.4	A	4.6	A	477	A	0.00	A
USGS	422302071083801	2008-04-09	7.9	A	6.8	A	477	A	0.00	A
USGS	422302071083801	2008-04-10	8.8	A	14.1	A	478	A	0.00	A
USGS	422302071083801	2008-04-11	9.2	A	9.7	A	473	A	0.04	A
USGS	422302071083801	2008-04-12	9.3	A	10.5	A	473	A	0.86	A
USGS	422302071083801	2008-04-13	9.9	A	7.6	A	472	A	0.00	A
USGS	422302071083801	2008-04-14	10.1	A	6.4	A	467	A	0.00	A
USGS	422302071083801	2008-04-15	10.1	A	8.0	A	464	A	0.00	A
USGS	422302071083801	2008-04-16	10.3	A	10.4	A	464	A	0.00	A
USGS	422302071083801	2008-04-17	10.8	A	10.4	A	467	A	0.00	A
USGS	422302071083801	2008-04-18	11.3	A	13.9	A	469	A	0.00	A
USGS	422302071083801	2008-04-19	12.0	A	11.9	A	473	A	0.00	A
USGS	422302071083801	2008-04-20	12.6	A	10.5	A	476	A	0.00	A
USGS	422302071083801	2008-04-21	13.0	A	10.5	A	477	A	0.00	A
USGS	422302071083801	2008-04-22	13.6	A	14.3	A	478	A	0.00	A
USGS	422302071083801	2008-04-23	15.1	A	20.1	A	490	A	0.00	A
USGS	422302071083801	2008-04-24	16.9	A	18.9	A	480	A	0.00	A
USGS	422302071083801	2008-04-25	15.6	A	13.6	A	451	A	0.00	A
USGS	422302071083801	2008-04-26	15.4	A	10.3	A	451	A	0.00	A
USGS	422302071083801	2008-04-27	15.3	A	9.3	A	462	A	0.01	A
USGS	422302071083801	2008-04-28	14.7	A	8.9	A	466	A	0.83	A
USGS	422302071083801	2008-04-29	14.4	A	12.0	A	463	A	1.03	A
USGS	422302071083801	2008-04-30	14.3	A	7.8	A	447	A	0.00	A
USGS	422302071083801	2008-05-01	14.4	A	9.3	A	441	A	0.00	A
USGS	422302071083801	2008-05-02	14.1	A	9.1	A	439	A	0.13	A
USGS	422302071083801	2008-05-03	13.7	A	7.7	A	439	A	0.20	A
USGS	422302071083801	2008-05-04	13.3	A	8.9	A	434	A	0.16	A
USGS	422302071083801	2008-05-05	13.4	A	12.2	A	436	A	0.00	A
USGS	422302071083801	2008-05-06	14.2	A	15.5	A	435	A	0.00	A
USGS	422302071083801	2008-05-07	15.6	A	17.6	A	433	A	0.00	A
USGS	422302071083801	2008-05-08	16.3	A	18.5	A	436	A	0.04	A
USGS	422302071083801	2008-05-09	15.8	A	11.7	A	438	A	0.20	A
USGS	422302071083801	2008-05-10	15.2	A	10.7	A	441	A	0.01	A
USGS	422302071083801	2008-05-11								
USGS	422302071083801	2008-05-12								
USGS	422302071083801	2008-05-13								
USGS	422302071083801	2008-05-14								
USGS	422302071083801	2008-05-15								
USGS	422302071083801	2008-05-16								
USGS	422302071083801	2008-05-17	15.6	A	14.4	A	441	A		
USGS	422302071083801	2008-05-18	16.2	A	16.1	A	431	A	0.01	A
USGS	422302071083801	2008-05-19	16.5	A	12.1	A	422	A	0.00	A
USGS	422302071083801	2008-05-20	15.9	A	12.8	A	414	A	0.00	A
USGS	422302071083801	2008-05-21	16.2	A	14.2	A	420	A	0.09	A
USGS	422302071083801	2008-05-22	16.1	A	11.2	A	418	A	0.15	A
USGS	422302071083801	2008-05-23	16.0	A	14.6	A	411	A	0.00	A
USGS	422302071083801	2008-05-24	16.3	A	15.9	A	402	A	0.00	A
USGS	422302071083801	2008-05-25	16.3	A	17.6	A	402	A	0.00	A
USGS	422302071083801	2008-05-26	16.9	A	19.9	A	401	A	0.00	A
USGS	422302071083801	2008-05-27	17.5	A	20.6	A	404	A	1.31	A
USGS	422302071083801	2008-05-28	18.4	A	14.5	A	397	A	0.00	A
USGS	422302071083801	2008-05-29	18.0	A	17.5	A	403	A	0.00	A
USGS	422302071083801	2008-05-30	17.8	A	17.8	A	402	A	0.00	A
USGS	422302071083801	2008-05-31	18.2	A	19.7	A	406	A	0.03	A
USGS	422302071083801	2008-06-01	18.7	A	20.6	A	401	A	0.00	A
USGS	422302071083801	2008-06-02	19.1	A	19.1	A	401	A	0.00	A
USGS	422302071083801	2008-06-03	19.4	A	22.7	A	409	A	0.00	A
USGS	422302071083801	2008-06-04	19.1	A	16.1	A	411	A	0.53	A
USGS	422302071083801	2008-06-05	18.4	A	14.4	A	412	A	0.01	A
USGS	422302071083801	2008-06-06	18.0	A	14.5	A	417	A	0.15	A
USGS	422302071083801	2008-06-07	18.3	A	23.6	A	423	A	0.00	A
USGS	422302071083801	2008-06-08	20.2	A	28.4	A	425	A	0.00	A
USGS	422302071083801	2008-06-09	20.7	A	26.8	A	423	A	0.00	A
USGS	422302071083801	2008-06-10	21.5	A	28.7	A	435	A	0.00	A
USGS	422302071083801	2008-06-11	23.5	A	24.8	A	440	A	0.00	A
USGS	422302071083801	2008-06-12	23.6	A	22.1	A	442	A	0.00	A
USGS	422302071083801	2008-06-13	22.8	A	21.5	A	445	A	0.00	A
USGS	422302071083801	2008-06-14	22.5	A	21.1	A	461	A	0.00	A
USGS	422302071083801	2008-06-15	21.9	A	16.0	A	467	A	0.44	A
USGS	422302071083801	2008-06-16	21.3	A	17.1	A	475	A	0.50	A
USGS	422302071083801	2008-06-17	21.4	A	19.4	A	467	A	0.07	A
USGS	422302071083801	2008-06-18	21.5	A	18.4	A	444	A	0.00	A
USGS	422302071083801	2008-06-19	21.3	A	19.4	A	439	A	0.00	A
USGS	422302071083801	2008-06-20	21.5	A	20.0	A	439	A	0.00	A
USGS	422302071083801	2008-06-21	21.9	A	22.0	A	435	A	0.00	A
USGS	422302071083801	2008-06-22	22.0	A	22.0	A	428	A	0.06	A
USGS	422302071083801	2008-06-23	21.7	A	21.0	A	427	A	1.12	A
USGS	422302071083801	2008-06-24	21.8	A	19.8	A	430	A	0.43	A
USGS	422302071083801	2008-06-25	22.2	A	21.6	A	428	A	0.00	A
USGS	422302071083801	2008-06-26	22.1	A	21.7	A	424	A	0.00	A
USGS	422302071083801	2008-06-27	22.1	A	22.3	A	426	A	0.72	A
USGS	422302071083801	2008-06-28	21.9	A	19.2	A	425	A	0.00	A
USGS	422302071083801	2008-06-29	21.9	A	20.4	A	426	A	0.16	A
USGS	422302071083801	2008-06-30	22.6	A	25.7	A	428	A	0.00	A
USGS	422302071083801	2008-07-01	23.3	A	24.6	A	431	A	0.00	A
USGS	422302071083801	2008-07-02	23.3	A	21.6	A	440	A	0.41	A
USGS	422302071083801	2008-07-03	23.3	A	23.8	A	450	A	0.12	A
USGS	422302071083801	2008-07-04	23.1	A	19.4	A	453	A	0.28	A
USGS	422302071083801	2008-07-05	22.7	A	19.8	A	452	A	0.00	A
USGS	422302071083801	2008-07-06	22.8	A	23.0	A	455	A	0.00	A
USGS	422302071083801	2008-07-07	23.3	A	25.4	A	458	A	0.00	A
USGS	422302071083801	2008-07-08	24.1	A	27.0	A	467	A	0.00	A
USGS	422302071083801	2008-07-09	24.5	A	26.7	A	471	A	0.11	A
USGS	422302071083801	2008-07-10	24.8	A	24.4	A	470	A	0.04	A
USGS	422302071083801	2008-07-11	24.4	A	23.1	A	462	A	0.00	A
USGS	422302071083801	2008-07-12	24.7	A	24.1	A	461	A	0.00	A
USGS	422302071083801	2008-07-13	24.9	A	24.5	A	456	A	0.00	A
USGS	422302071083801	2008-07-14	24.9	A	24.6	A	451	A	0.00	A
USGS	422302071083801	2008-07-15	25.1	A	24.8	A	454	A	0.00	A
USGS	422302071083801	2008-07-16	25.2	A	25.2	A	454	A	0.00	A
USGS	422302071083801	2008-07-17	25.5	A	25.6	A	450	A	0.00	A
USGS	422302071083801	2008-07-18	26.0	A	26.7	A	454	A	0.00	A
USGS	422302071083801	2008-07-19	26.2	A	27.3	A	457	A	0.00	A
USGS	422302071083801	2008-07-20	26.0	A	25.3	A	453	A	0.73	A
USGS	422302071083801	2008-07-21	25.8	A	23.3	A	450	A	1.12	A
USGS	422302071083801	2008-07-22	25.7	A	21.5	A	445	A	0.26	A
USGS	422302071083801	2008-07-23	25.3	A	20.4	A	437	A	0.52	A
USGS	422302071083801	2008-07-24	24.9	A	22.5	A	432	A	2.31	A
USGS	422302071083801	2008-07-25	24.6	A	23.8	A	429	A	0.00	A
USGS	422302071083801	2008-07-26	25.2	A	24.8	A	438	A	0.00	A
USGS	422302071083801	2008-07-27	25.4	A	21.6	A	441	A	0.55	A
USGS	422302071083801	2008-07-28	25.1	A	23.1	A	439	A	0.00	A
USGS	422302071083801	2008-07-29	25.5	A	24.7	A	440	A	0.00	A
USGS	422302071083801	2008-07-30	25.5	A	24.3	A	450	A	0.00	A
USGS	422302071083801	2008-07-31	25.7	A	25.5	A	476	A	0.04	A
USGS	422302071083801	2008-08-01	26.0	A	23.8	A	498	A	0.00	A
USGS	422302071083801	2008-08-02	25.9	A	21.9	A	492	A	0.47	A
USGS	422302071083801	2008-08-03	25.9	A	21.9	A	461	A	0.01	A
USGS	422302071083801	2008-08-04	25.8	A	23.0	A	455	A	0.00	A
USGS	422302071083801	2008-08-05	25.4	A	21.0	A	436	A	0.00	A
USGS	422302071083801	2008-08-06	24.9	A	18.3	A	414	A	0.32	A
USGS	422302071083801	2008-08-07	24.2	A	19.2	A	414	A	0.10	A
USGS	422302071083801	2008-08-08	23.9	A	19.6	A	418	A	1.33	A
USGS	422302071083801	2008-08-09	23.9	A	20.7	A	425	A	0.01	A
USGS	422302071083801	2008-08-10	23.9	A	20.0	A	427	A	1.34	A
USGS	422302071083801	2008-08-11	23.5	A	18.8	A	437	A	0.04	A
USGS	422302071083801	2008-08-12	23.2	A	19.0	A	415	A	0.05	A
USGS	422302071083801	2008-08-13	23.3	A	21.0	A	429	A	0.00	A
USGS	422302071083801	2008-08-14	23.4	A	20.9	A	436	A	0.17	A
USGS	422302071083801	2008-08-15	23.3	A	20.5	A	453	A	0.45	A
USGS	422302071083801	2008-08-16	23.4	A	20.2	A	510	A	0.00	A
USGS	422302071083801	2008-08-17	23.4	A	22.6	A	595	A	0.00	A
USGS	422302071083801	2008-08-18	23.6	A	24.9	A	648	A	0.00	A
USGS	422302071083801	2008-08-19	23.9	A	21.4	A	630	A	0.02	A
USGS	422302071083801	2008-08-20	23.4	A	17.8	A	630	A	0.00	A
USGS	422302071083801	2008-08-21	23.2	A	20.0	A	643	A	0.00	A
USGS	422302071083801	2008-08-22	23.2	A	22.1	A	647	A	0.00	A
USGS	422302071083801	2008-08-23	23.4	A	22.1	A	651	A	0.00	A
USGS	422302071083801	2008-08-24	23.4	A	21.0	A	653	A	0.00	A
USGS	422302071083801	2008-08-25	23.6	A	22.7	A	659	A	0.00	A
USGS	422302071083801	2008-08-26	23.5	A	18.4	A	655	A	0.00	A
USGS	422302071083801	2008-08-27	23.0	A	19.7	A	653	A	0.00	A
USGS	422302071083801	2008-08-28	23.0	A	20.1	A	654	A	0.00	A
USGS	422302071083801	2008-08-29	22.8	A	20.7	A	652	A	0.00	A
USGS	422302071083801	2008-08-30	23.0	A	22.2	A	654	A	0.02	A
USGS	422302071083801	2008-08-31	23.3	A	22.5	A	650	A	0.00	A
USGS	422302071083801	2008-09-01	23.4	A	22.2	A	640	A	0.00	A
USGS	422302071083801	2008-09-02	23.0	A	20.9	A	635	A	0.00	A
USGS	422302071083801	2008-09-03	22.9	A	19.8	A	633	A	0.00	A
USGS	422302071083801	2008-09-04	23.1	A	24.2	A	636	A	0.00	A
USGS	422302071083801	2008-09-05	23.6	A	25.3	A	641	A	0.00	A
USGS	422302071083801	2008-09-06	23.5	A	24.1	A	643	A	1.97	A
USGS	422302071083801	2008-09-07	23.5	A	22.8	A	633	A	0.48	A
USGS	422302071083801	2008-09-08	23.6	A	20.8	A	638	A	0.00	A
USGS	422302071083801	2008-09-09	23.3	A	19.7	A	637	A	0.29	A
USGS	422302071083801	2008-09-10	23.1	A	17.2	A	632	A	0.00	A
USGS	422302071083801	2008-09-11	22.7	A	16.0	A	629	A	0.00	A
USGS	422302071083801	2008-09-12	22.3	A	16.6	A	630	A	0.11	A
USGS	422302071083801	2008-09-13	22.0	A	20.4	A	604	A	0.00	A
USGS	422302071083801	2008-09-14	22.0	A	21.1	A	614	A	0.39	A
USGS	422302071083801	2008-09-15	22.2	A	24.0	A	535	A	0.00	A
USGS	422302071083801	2008-09-16	22.0	A	16.9	A	481	A	0.00	A
USGS	422302071083801	2008-09-17	21.9	A	17.6	A	523	A	0.00	A
USGS	422302071083801	2008-09-18	22.0	A	15.6	A	561	A	0.00	A
USGS	422302071083801	2008-09-19	21.6	A	12.1	A	584	A	0.00	A
USGS	422302071083801	2008-09-20	21.4	A	12.8	A	597	A	0.00	A
USGS	422302071083801	2008-09-21	21.3	A	16.9	A	608	A	0.41	A
USGS	422302071083801	2008-09-22	21.2	A	14.8	A	612	A	0.01	A
USGS	422302071083801	2008-09-23	20.9	A	13.0	A	609	A	0.00	A
USGS	422302071083801	2008-09-24	20.8	A	13.5	A	608	A	0.00	A
USGS	422302071083801	2008-09-25	20.7	A	14.0	A	606	A	0.00	A
USGS	422302071083801	2008-09-26	20.3	A	16.5	A	602	A	2.54	A
USGS	422302071083801	2008-09-27	20.1	A	18.7	A	599	A	1.44	A
USGS	422302071083801	2008-09-28	20.2	A	19.6	A	598	A	0.68	A
USGS	422302071083801	2008-09-29	20.3	A	19.3	A	599	A	0.17	A
USGS	422302071083801	2008-09-30	20.2	A	17.0	A	599	A	0.00	A
USGS	422302071083801	2008-10-01	20.0	A	17.5	A			0.44	A
USGS	422302071083801	2008-10-02	20.0	A	15.0	A			0.23	A
USGS	422302071083801	2008-10-03	19.6	A	12.2	A			0.01	A
USGS	422302071083801	2008-10-04	19.3	A	11.8	A			0.00	A
USGS	422302071083801	2008-10-05	19.0	A	10.6	A			0.00	A
USGS	422302071083801	2008-10-06	18.8	A	10.9	A			0.00	A
USGS	422302071083801	2008-10-07	18.7	A	11.6	A			0.00	A
USGS	422302071083801	2008-10-08	18.6	A	13.4	A			0.00	A
USGS	422302071083801	2008-10-09	18.6	A	18.2	A			0.23	A
USGS	422302071083801	2008-10-10	18.6	A	16.7	A			0.01	A
USGS	422302071083801	2008-10-11	18.6	A	14.2	A			0.00	A
USGS	422302071083801	2008-10-12	18.6	A	13.8	A			0.00	A
USGS	422302071083801	2008-10-13	18.4	A	13.5	A			0.00	A
USGS	422302071083801	2008-10-14	18.2	A	15.5	A			0.00	A
USGS	422302071083801	2008-10-15	18.2	A	15.0	A			0.00	A
USGS	422302071083801	2008-10-16	18.1	A	16.7	A			0.00	A
USGS	422302071083801	2008-10-17	18.2	A	11.8	A			0.00	A
USGS	422302071083801	2008-10-18	17.9	A	7.7	A			0.00	A
USGS	422302071083801	2008-10-19	17.4	A	6.3	A			0.00	A
USGS	422302071083801	2008-10-20	17.2	A	8.0	A			0.00	A
USGS	422302071083801	2008-10-21	17.1	A	10.3	A			0.07	A
USGS	422302071083801	2008-10-22	16.7	A	7.3	A			0.25	A
USGS	422302071083801	2008-10-23	16.5	A	4.7	A			0.01	A
USGS	422302071083801	2008-10-24	16.3	A	7.9	A			0.00	A
USGS	422302071083801	2008-10-25	16.0	A	13.5	A			0.02	A
USGS	422302071083801	2008-10-26	15.9	A	15.1	A			0.91	A
USGS	422302071083801	2008-10-27	15.9	A	11.7	A			0.01	A
USGS	422302071083801	2008-10-28	15.6	A	9.6	A			0.37	A
USGS	422302071083801	2008-10-29	15.3	A	5.6	A			0.00	A
USGS	422302071083801	2008-10-30	15.1	A	3.6	A			0.00	A
USGS	422302071083801	2008-10-31	14.6	A	8.1	A			0.00	A
USGS	422302071083801	2008-11-01	14.0	A	9.9	A	493	A	0.00	A
USGS	422302071083801	2008-11-02	13.8	A	3.4	A	493	A	0.00	A
USGS	422302071083801	2008-11-03	13.5	A	5.7	A	495	A	0.00	A
USGS	422302071083801	2008-11-04	13.6	A	12.1	A	499	A	0.00	A
USGS	422302071083801	2008-11-05	13.5	A	13.7	A	502	A	0.04	A
USGS	422302071083801	2008-11-06	13.3	A	13.6	A	505	A	0.72	A
USGS	422302071083801	2008-11-07	13.4	A	14.4	A	506	A	0.02	A
USGS	422302071083801	2008-11-08	13.6	A	15.5	A	507	A	0.05	A
USGS	422302071083801	2008-11-09	13.9	A	12.1	A	506	A	0.01	A
USGS	422302071083801	2008-11-10	13.6	A	7.8	A	503	A	0.00	A
USGS	422302071083801	2008-11-11	13.2	A	5.9	A	500	A	0.00	A
USGS	422302071083801	2008-11-12	12.9	A	5.8	A	500	A	0.00	A
USGS	422302071083801	2008-11-13	12.7	A	6.6	A	500	A	0.06	A
USGS	422302071083801	2008-11-14	12.5	A	13.6	A	503	A	0.07	A
USGS	422302071083801	2008-11-15	12.6	A	18.0	A	503	A	0.30	A
USGS	422302071083801	2008-11-16	13.2	A	11.0	A	502	A	0.15	A
