# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 14:43:02 EDT       (nadww02)
#
# US Geological Survey groundwater levels
#
# Data for the following 1 site(s) are contained in this file
#    USGS 422819071065701 MA-XOW   14 WINCHESTER, MA 
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
# lev_dt_acy_cd Water-level date-time accuracy
# lev_acy_cd    Water-level accuracy
# lev_src_cd    Source of measurement
# lev_meth_cd   Method of measurement
# lev_age_cd    Water-level approval status
#
# Referenced agency codes (lev_agency_cd) included in this output:
#
#     ""         Not determined
#     MA035      Massachusetts Department of Environmental Protection
#     USGS       U.S. Geological Survey
#
# Referenced site type codes (site_tp_cd) included in this output:
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output:
#
#     ""         The reported water-level measurement represents a static level
#
# Referenced water-level date-time accuracy codes (lev_dt_acy_cd) included in this output:
#
#     D          Date is accurate to the Day
#     m          Date is accurate to the Minute
#
# Referenced water-level accuracy codes (lev_acy_cd) included in this output:
#
#     0          Water level accuracy to nearest foot
#     1          Water level accuracy to nearest tenth of a foot
#     2          Water level accuracy to nearest hundredth of a foot
#
# Referenced source of measurement codes (lev_src_cd) included in this output:
#
#     A          Reported by another government agency (do not use "A" if reported by owner, use "O").
#     R          Reported by person other than the owner, driller, or another government agency.
#     S          Measured by personnel of reporting agency.
#     U          Source is unknown.
#
# Referenced method of measurement codes (lev_meth_cd) included in this output:
#
#     S          Steel-tape measurement.
#     T          Electric-tape measurement.
#     U          Unknown
#     V          Calibrated electric-tape measurement.
#
# Referenced water-level approval-status codes (lev_age_cd) included in this output:
#
#     A          Approved for publication -- Processing and review completed.
#     P          Provisional data subject to revision.
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd	lev_dt_acy_cd	lev_acy_cd	lev_src_cd	lev_meth_cd	lev_age_cd
USGS	422819071065701	GW	1967-10-30			12.99					D	2	U	S	A
USGS	422819071065701	GW	1967-11-27			10.93					D	2	U	S	A
USGS	422819071065701	GW	1967-12-26			8.79					D	2	U	S	A
USGS	422819071065701	GW	1968-01-27			7.91					D	2	U	S	A
USGS	422819071065701	GW	1968-02-27			10.03					D	2	U	S	A
USGS	422819071065701	GW	1968-03-26			5.52					D	2	U	S	A
USGS	422819071065701	GW	1968-04-24			9.76					D	2	U	S	A
USGS	422819071065701	GW	1968-05-24			9.69					D	2	U	S	A
USGS	422819071065701	GW	1968-06-25			9.8					D	1	U	S	A
USGS	422819071065701	GW	1968-07-23			11.68					D	2	U	S	A
USGS	422819071065701	GW	1968-08-26			13.11					D	2	U	S	A
USGS	422819071065701	GW	1968-09-26			13.95					D	2	U	S	A
USGS	422819071065701	GW	1968-10-28			14.38					D	2	U	S	A
USGS	422819071065701	GW	1968-11-25			10.23					D	2	U	S	A
USGS	422819071065701	GW	1968-12-26			6.93					D	2	U	S	A
USGS	422819071065701	GW	1969-01-27			9.3					D	1	U	S	A
USGS	422819071065701	GW	1969-02-24			9.62					D	2	U	S	A
USGS	422819071065701	GW	1969-03-26			4.03					D	2	U	S	A
USGS	422819071065701	GW	1969-04-25			6.53					D	2	U	S	A
USGS	422819071065701	GW	1969-05-26			10.19					D	2	U	S	A
USGS	422819071065701	GW	1969-06-26			11.89					D	2	U	S	A
USGS	422819071065701	GW	1969-07-25			12.97					D	2	U	S	A
USGS	422819071065701	GW	1969-08-26			13.11					D	2	U	S	A
USGS	422819071065701	GW	1969-09-25			13.4					D	1	U	S	A
USGS	422819071065701	GW	1969-10-27			13.36					D	2	U	S	A
USGS	422819071065701	GW	1969-11-25			7.62					D	2	U	S	A
USGS	422819071065701	GW	1969-12-30			4.74					D	2	U	S	A
USGS	422819071065701	GW	1970-01-27			10.09					D	2	U	S	A
USGS	422819071065701	GW	1970-02-25			8.2					D	1	U	S	A
USGS	422819071065701	GW	1970-03-27			7.3					D	1	U	S	A
USGS	422819071065701	GW	1970-04-28			9					D	0	U	S	A
USGS	422819071065701	GW	1970-05-26			8.82					D	2	U	S	A
USGS	422819071065701	GW	1970-06-26			11.08					D	2	U	S	A
USGS	422819071065701	GW	1970-07-29			12.47					D	2	U	S	A
USGS	422819071065701	GW	1970-08-26			13.21					D	2	U	S	A
USGS	422819071065701	GW	1970-09-28			13.5					D	1	U	S	A
USGS	422819071065701	GW	1970-10-28			13.64					D	2	U	S	A
USGS	422819071065701	GW	1970-11-25			10.75					D	2	U	S	A
USGS	422819071065701	GW	1970-12-24			8.06					D	2	U	S	A
USGS	422819071065701	GW	1971-01-26			9.93					D	2	U	S	A
USGS	422819071065701	GW	1971-02-22			6.97					D	2	U	S	A
USGS	422819071065701	GW	1971-03-23			6.73					D	2	U	S	A
USGS	422819071065701	GW	1971-04-23			9.06					D	2	U	S	A
USGS	422819071065701	GW	1971-05-24			8.32					D	2	U	S	A
USGS	422819071065701	GW	1971-06-22			11.14					D	2	U	S	A
USGS	422819071065701	GW	1971-07-22			12.84					D	2	U	S	A
USGS	422819071065701	GW	1971-08-30			13.63					D	2	U	S	A
USGS	422819071065701	GW	1971-09-28			14.02					D	2	U	S	A
USGS	422819071065701	GW	1971-10-21			14.11					D	2	U	S	A
USGS	422819071065701	GW	1971-11-23			13.79					D	2	U	S	A
USGS	422819071065701	GW	1971-12-22			8.73					D	2	U	S	A
USGS	422819071065701	GW	1972-01-25			8.74					D	2	U	S	A
USGS	422819071065701	GW	1972-02-23			9.3					D	1	U	S	A
USGS	422819071065701	GW	1972-03-24			5.07					D	2	U	S	A
USGS	422819071065701	GW	1972-04-24			6.72					D	2	U	S	A
USGS	422819071065701	GW	1972-05-22			7.13					D	2	U	S	A
USGS	422819071065701	GW	1972-06-22			8.68					D	2	U	S	A
USGS	422819071065701	GW	1972-07-24			11.54					D	2	U	S	A
USGS	422819071065701	GW	1972-08-24			12.53					D	2	U	S	A
USGS	422819071065701	GW	1972-09-22			12.73					D	2	U	S	A
USGS	422819071065701	GW	1972-10-24			12.53					D	2	U	S	A
USGS	422819071065701	GW	1972-11-22			6.8					D	1	U	S	A
USGS	422819071065701	GW	1972-12-21			7.75					D	2	U	S	A
USGS	422819071065701	GW	1973-01-24			9.69					D	2	U	S	A
USGS	422819071065701	GW	1973-02-21			9.26					D	2	U	S	A
USGS	422819071065701	GW	1973-03-22			8.71					D	2	U	S	A
USGS	422819071065701	GW	1973-04-23			9.27					D	2	U	S	A
USGS	422819071065701	GW	1973-05-23			8.11					D	2	U	S	A
USGS	422819071065701	GW	1973-06-22			11.35					D	2	U	S	A
USGS	422819071065701	GW	1973-07-24			11.1					D	1	U	S	A
USGS	422819071065701	GW	1973-08-23			11.17					D	2	U	S	A
USGS	422819071065701	GW	1973-09-24			12.82					D	2	U	S	A
USGS	422819071065701	GW	1973-10-24			13.5					D	1	U	S	A
USGS	422819071065701	GW	1973-11-23			12.78					D	2	U	S	A
USGS	422819071065701	GW	1973-12-20			5.53					D	2	U	S	A
USGS	422819071065701	GW	1974-01-22			8.82					D	2	U	S	A
USGS	422819071065701	GW	1974-02-21			8.02					D	2	U	S	A
USGS	422819071065701	GW	1974-03-25			6.69					D	2	U	S	A
USGS	422819071065701	GW	1974-04-29			9.02					D	2	U	S	A
USGS	422819071065701	GW	1974-05-23			9.18					D	2	U	S	A
USGS	422819071065701	GW	1974-06-24			11.46					D	2	U	S	A
USGS	422819071065701	GW	1974-07-24			12.57					D	2	U	S	A
USGS	422819071065701	GW	1974-08-26			13.69					D	2	U	S	A
USGS	422819071065701	GW	1974-09-24			13.53					D	2	U	S	A
USGS	422819071065701	GW	1974-10-24			10.03					D	2	U	S	A
USGS	422819071065701	GW	1974-11-21			10.05					D	2	U	S	A
USGS	422819071065701	GW	1974-12-23			7.42					D	2	U	S	A
USGS	422819071065701	GW	1975-01-24			7.1					D	1	U	S	A
USGS	422819071065701	GW	1975-02-21			9.56					D	2	U	S	A
USGS	422819071065701	GW	1975-03-24			7.05					D	2	U	S	A
USGS	422819071065701	GW	1975-04-23			9.59					D	2	U	S	A
USGS	422819071065701	GW	1975-05-22			10.37					D	2	U	S	A
USGS	422819071065701	GW	1975-06-23			11.15					D	2	U	S	A
USGS	422819071065701	GW	1975-07-21			12.76					D	2	U	S	A
USGS	422819071065701	GW	1975-08-25			13.4					D	1	U	S	A
USGS	422819071065701	GW	1975-09-23			13.44					D	2	U	S	A
USGS	422819071065701	GW	1975-10-24			7.71					D	2	U	S	A
USGS	422819071065701	GW	1975-11-24			6.45					D	2	U	S	A
USGS	422819071065701	GW	1975-12-23			8.98					D	2	U	S	A
USGS	422819071065701	GW	1976-01-21			8.12					D	2	U	S	A
USGS	422819071065701	GW	1976-01-30			6.54					D	2	U	S	A
USGS	422819071065701	GW	1976-02-23			8.55					D	2	U	S	A
USGS	422819071065701	GW	1976-03-26			7.88					D	2	U	S	A
USGS	422819071065701	GW	1976-04-26			10.74					D	2	U	S	A
USGS	422819071065701	GW	1976-05-25			10.69					D	2	U	S	A
USGS	422819071065701	GW	1976-06-28			12.58					D	2	U	S	A
USGS	422819071065701	GW	1976-07-26			13.52					D	2	U	S	A
USGS	422819071065701	GW	1976-08-25			10.69					D	2	U	S	A
USGS	422819071065701	GW	1976-09-23			11.38					D	2	U	S	A
USGS	422819071065701	GW	1976-10-27			11.4					D	1	U	S	A
USGS	422819071065701	GW	1976-11-29			11.57					D	2	U	S	A
USGS	422819071065701	GW	1976-12-28			11.22					D	2	U	S	A
USGS	422819071065701	GW	1977-01-27			9.82					D	2	U	S	A
USGS	422819071065701	GW	1977-02-25			9.16					D	2	U	S	A
USGS	422819071065701	GW	1977-03-30			6					D	0	U	S	A
USGS	422819071065701	GW	1977-04-28			6.9					D	1	U	S	A
USGS	422819071065701	GW	1977-05-26			9.32					D	2	U	S	A
USGS	422819071065701	GW	1977-06-28			11.78					D	2	U	S	A
USGS	422819071065701	GW	1977-07-27			12.86					D	2	U	S	A
USGS	422819071065701	GW	1977-08-26			13.3					D	1	U	S	A
USGS	422819071065701	GW	1977-09-29			13.7					D	1	U	S	A
USGS	422819071065701	GW	1977-10-27			9.47					D	2	U	S	A
USGS	422819071065701	GW	1977-11-28			8.5					D	1	U	S	A
USGS	422819071065701	GW	1977-12-28			5.55					D	2	U	S	A
USGS	422819071065701	GW	1978-01-26			7.42					D	2	U	S	A
USGS	422819071065701	GW	1978-02-27			10.4					D	1	U	S	A
USGS	422819071065701	GW	1978-03-22			6.1					D	1	U	S	A
USGS	422819071065701	GW	1978-04-27			7.75					D	2	U	S	A
USGS	422819071065701	GW	1978-05-25			8.25					D	2	U	S	A
USGS	422819071065701	GW	1978-06-30			11.61					D	2	U	S	A
USGS	422819071065701	GW	1978-07-27			12.81					D	2	U	S	A
USGS	422819071065701	GW	1978-08-29			13.45					D	2	U	S	A
USGS	422819071065701	GW	1978-09-26			14.1					D	1	U	S	A
USGS	422819071065701	GW	1978-10-27			13.53					D	2	U	S	A
USGS	422819071065701	GW	1978-11-27			14.70					D	2	U	S	A
USGS	422819071065701	GW	1978-12-26			11.06					D	2	U	S	A
USGS	422819071065701	GW	1979-01-29			5.43					D	2	U	S	A
USGS	422819071065701	GW	1979-02-26			9.59					D	2	U	S	A
USGS	422819071065701	GW	1979-03-27			7.64					D	2	U	S	A
USGS	422819071065701	GW	1979-04-25			8.87					D	2	U	S	A
USGS	422819071065701	GW	1979-05-30			7.60					D	2	U	S	A
USGS	422819071065701	GW	1979-06-27			11.17					D	2	U	S	A
USGS	422819071065701	GW	1979-07-26			12.63					D	2	U	S	A
USGS	422819071065701	GW	1979-08-29			11.93					D	2	U	S	A
USGS	422819071065701	GW	1979-09-24			11.93					D	2	U	S	A
USGS	422819071065701	GW	1979-10-23			10.10					D	2	U	S	A
USGS	422819071065701	GW	1979-11-26			9.08					D	2	U	S	A
USGS	422819071065701	GW	1979-12-26			10.52					D	2	U	S	A
USGS	422819071065701	GW	1980-01-24			10.70					D	2	U	S	A
USGS	422819071065701	GW	1980-02-25			11.73					D	2	U	S	A
USGS	422819071065701	GW	1980-03-24			5.80					D	2	U	S	A
USGS	422819071065701	GW	1980-04-23			7.85					D	2	U	S	A
USGS	422819071065701	GW	1980-05-21			9.25					D	2	U	S	A
USGS	422819071065701	GW	1980-06-24			11.25					D	2	U	S	A
USGS	422819071065701	GW	1980-07-21			11.98					D	2	U	S	A
USGS	422819071065701	GW	1980-08-25			11.45					D	2	U	S	A
USGS	422819071065701	GW	1980-09-22			13.47					D	2	U	S	A
USGS	422819071065701	GW	1980-10-23			14.18					D	2	U	S	A
USGS	422819071065701	GW	1980-11-21			12.55					D	2	U	S	A
USGS	422819071065701	GW	1980-12-22			10.18					D	2	U	S	A
USGS	422819071065701	GW	1981-01-22			11.44					D	2	U	S	A
USGS	422819071065701	GW	1981-02-23			9.86					D	2	U	S	A
USGS	422819071065701	GW	1981-03-23			8.66					D	2	U	S	A
USGS	422819071065701	GW	1981-04-25			9.56					D	2	U	S	A
USGS	422819071065701	GW	1981-05-23			10.25					D	2	U	S	A
USGS	422819071065701	GW	1981-06-21			11.93					D	2	U	S	A
USGS	422819071065701	GW	1981-07-23			12.74					D	2	U	S	A
USGS	422819071065701	GW	1981-08-25			12.68					D	2	U	S	A
USGS	422819071065701	GW	1981-09-24			13.70					D	2	U	S	A
USGS	422819071065701	GW	1981-10-27			13.06					D	2	U	S	A
USGS	422819071065701	GW	1981-11-22			6.66					D	2	U	S	A
USGS	422819071065701	GW	1981-12-22			6.82					D	2	U	S	A
USGS	422819071065701	GW	1982-01-22			8.79					D	2	U	S	A
USGS	422819071065701	GW	1982-02-23			9.46					D	2	U	S	A
USGS	422819071065701	GW	1982-03-28			9.00					D	2	U	S	A
USGS	422819071065701	GW	1982-04-25			8.86					D	2	U	S	A
USGS	422819071065701	GW	1982-05-23			10.60					D	2	U	S	A
USGS	422819071065701	GW	1982-06-25			7.96					D	2	U	S	A
USGS	422819071065701	GW	1982-07-23			11.12					D	2	U	S	A
USGS	422819071065701	GW	1982-08-21			11.89					D	2	U	S	A
USGS	422819071065701	GW	1982-09-26			13.10					D	2	U	S	A
USGS	422819071065701	GW	1982-10-21			12.62					D	2	U	S	A
USGS	422819071065701	GW	1982-11-21			10.27					D	2	U	S	A
USGS	422819071065701	GW	1982-12-21			10.89					D	2	U	S	A
USGS	422819071065701	GW	1983-01-21			9.47					D	2	U	S	A
USGS	422819071065701	GW	1983-02-22			6.27					D	2	U	S	A
USGS	422819071065701	GW	1983-03-23			5.04					D	2	U	S	A
USGS	422819071065701	GW	1983-04-21			6.82					D	2	U	S	A
USGS	422819071065701	GW	1983-05-24			10.10					D	2	U	S	A
USGS	422819071065701	GW	1983-06-22			11.14					D	2	U	S	A
USGS	422819071065701	GW	1983-07-22			12.90					D	2	U	S	A
USGS	422819071065701	GW	1983-08-24			13.97					D	2	U	S	A
USGS	422819071065701	GW	1983-09-22			13.66					D	2	U	S	A
USGS	422819071065701	GW	1983-10-21			14.13					D	2	U	S	A
USGS	422819071065701	GW	1983-11-21			7.36					D	2	U	S	A
USGS	422819071065701	GW	1983-12-21			6.52					D	2	U	S	A
USGS	422819071065701	GW	1984-01-23			10.22					D	2	U	S	A
USGS	422819071065701	GW	1984-02-22			5.66					D	2	U	S	A
USGS	422819071065701	GW	1984-03-20			5.82					D	2	U	S	A
USGS	422819071065701	GW	1984-04-21			7.76					D	2	U	S	A
USGS	422819071065701	GW	1984-05-22			9.65					D	2	U	S	A
USGS	422819071065701	GW	1984-06-22			10.25					D	2	U	S	A
USGS	422819071065701	GW	1984-07-20			11.34					D	2	U	S	A
USGS	422819071065701	GW	1984-08-14			12.21					D	2	U	S	A
USGS	422819071065701	GW	1984-08-22			12.26					D	2	U	S	A
USGS	422819071065701	GW	1984-09-18			13.66					D	2	U	S	A
USGS	422819071065701	GW	1984-09-24			13.80					D	2	U	S	A
USGS	422819071065701	GW	1984-10-23			14.07					D	2	U	S	A
USGS	422819071065701	GW	1984-11-21			12.35					D	2	U	S	A
USGS	422819071065701	GW	1984-12-26			8.46					D	2	U	S	A
USGS	422819071065701	GW	1985-01-22			9.90					D	2	U	S	A
USGS	422819071065701	GW	1985-02-21			9.59					D	2	U	S	A
USGS	422819071065701	GW	1985-03-25			8.21					D	2	U	S	A
USGS	422819071065701	GW	1985-04-22			9.52					D	2	U	S	A
USGS	422819071065701	GW	1985-05-23			10.53					D	2	U	S	A
USGS	422819071065701	GW	1985-06-24			11.15					D	2	U	S	A
USGS	422819071065701	GW	1985-07-22			11.86					D	2	U	S	A
USGS	422819071065701	GW	1985-08-20			11.41					D	2	U	S	A
USGS	422819071065701	GW	1985-09-23			10.86					D	2	U	S	A
USGS	422819071065701	GW	1985-10-22			11.39					D	2	U	S	A
USGS	422819071065701	GW	1985-11-21			6.74					D	2	U	S	A
USGS	422819071065701	GW	1985-12-24			9.31					D	2	U	S	A
USGS	422819071065701	GW	1986-01-21			11.10					D	2	U	S	A
USGS	422819071065701	GW	1986-02-24			8.80					D	2	U	U	A
USGS	422819071065701	GW	1986-03-24			7.74					D	2	U	U	A
USGS	422819071065701	GW	1986-04-22			10.63					D	2	U	U	A
USGS	422819071065701	GW	1986-05-21			11.50					D	2	U	U	A
USGS	422819071065701	GW	1986-06-26			9.68					D	2	U	U	A
USGS	422819071065701	GW	1986-07-22			11.12					D	2	U	U	A
USGS	422819071065701	GW	1986-08-21			12.75					D	2	U	U	A
USGS	422819071065701	GW	1986-09-24			13.75					D	2	U	U	A
USGS	422819071065701	GW	1986-10-22			14.17					D	2	U	U	A
USGS	422819071065701	GW	1986-11-24			10.54					D	2	U	U	A
USGS	422819071065701	GW	1986-12-22			4.99					D	2	U	U	A
USGS	422819071065701	GW	1987-01-21			7.36					D	2	U	U	A
USGS	422819071065701	GW	1987-02-23			9.96					D	2	U	U	A
USGS	422819071065701	GW	1987-03-25			8.12					D	2	U	U	A
USGS	422819071065701	GW	1987-04-23			7.47					D	2	U	U	A
USGS	422819071065701	GW	1987-05-21			10.19					D	2	U	U	A
USGS	422819071065701	GW	1987-06-23			12.26					D	2	U	U	A
USGS	422819071065701	GW	1987-07-22			13.25					D	2	U	U	A
USGS	422819071065701	GW	1987-08-21			14.04					D	2	U	U	A
USGS	422819071065701	GW	1987-09-22			11.89					D	2	U	U	A
USGS	422819071065701	GW	1987-10-22			10.28					D	2	U	U	A
USGS	422819071065701	GW	1987-11-24			9.31					D	2	U	U	A
USGS	422819071065701	GW	1987-12-22			7.74					D	2	U	U	A
USGS	422819071065701	GW	1988-01-22			10.44					D	2	U	U	A
USGS	422819071065701	GW	1988-02-24			6.40					D	2	U	U	A
USGS	422819071065701	GW	1988-03-23			9.23					D	2	U	U	A
USGS	422819071065701	GW	1988-04-25			10.20					D	2	U	U	A
USGS	422819071065701	GW	1988-05-26			7.87					D	2	U	U	A
USGS	422819071065701	GW	1988-06-22			12.00					D	2	U	U	A
USGS	422819071065701	GW	1988-07-22			13.11					D	2	U	U	A
USGS	422819071065701	GW	1988-08-25			12.80					D	2	U	U	A
USGS	422819071065701	GW	1988-09-21			13.39					D	2	U	U	A
USGS	422819071065701	GW	1988-10-24			13.90					D	2	U	U	A
USGS	422819071065701	GW	1988-11-24			8.92					D	2	U	U	A
USGS	422819071065701	GW	1988-12-22			10.33					D	2	U	U	A
USGS	422819071065701	GW	1989-01-20			11.04					D	2	U	U	A
USGS	422819071065701	GW	1989-02-22			11.34					D	2	U	U	A
USGS	422819071065701	GW	1989-03-22			9.64					D	2	U	U	A
USGS	422819071065701	GW	1989-04-24			7.26					D	2	U	U	A
USGS	422819071065701	GW	1989-05-24			9.35					D	2	U	U	A
USGS	422819071065701	GW	1989-06-22			9.79					D	2	U	U	A
USGS	422819071065701	GW	1989-07-24			12.27					D	2	U	U	A
USGS	422819071065701	GW	1989-08-23			11.52					D	2	U	U	A
USGS	422819071065701	GW	1989-09-21			12.97					D	2	U	U	A
USGS	422819071065701	GW	1989-10-24			8.00					D	2	U	U	A
USGS	422819071065701	GW	1989-11-21			8.11					D	2	U	U	A
USGS	422819071065701	GW	1989-12-21			10.91					D	2	U	U	A
USGS	422819071065701	GW	1990-01-25			11.18					D	2	U	U	A
USGS	422819071065701	GW	1990-02-22			7.98					D	2	U	U	A
USGS	422819071065701	GW	1990-03-22			9.15					D	2	U	U	A
USGS	422819071065701	GW	1990-04-24			8.36					D	2	U	U	A
USGS	422819071065701	GW	1990-05-21			7.44					D	2	U	U	A
USGS	422819071065701	GW	1990-06-22			12.33					D	2	U	U	A
USGS	422819071065701	GW	1990-07-24			13.54					D	2	U	U	A
USGS	422819071065701	GW	1990-08-23			11.12					D	2	U	U	A
USGS	422819071065701	GW	1990-09-27			12.45					D	2	U	U	A
USGS	422819071065701	GW	1990-10-26			6.93					D	2	U	U	A
USGS	422819071065701	GW	1990-11-26			9.81					D	2	U	U	A
USGS	422819071065701	GW	1990-12-26			9.18					D	2	U	U	A
USGS	422819071065701	GW	1991-01-23			8.13					D	2	U	U	A
USGS	422819071065701	GW	1991-02-25			8.92					D	2	U	U	A
USGS	422819071065701	GW	1991-03-26			8.68					D	2	U	U	A
USGS	422819071065701	GW	1991-04-25			7.47					D	2	U	U	A
USGS	422819071065701	GW	1991-05-29			12.04					D	2	U	U	A
USGS	422819071065701	GW	1991-06-27			12.99					D	2	U	U	A
USGS	422819071065701	GW	1991-07-30			13.85					D	2	U	U	A
USGS	422819071065701	GW	1991-08-28			13.53					D	2	U	U	A
USGS	422819071065701	GW	1991-09-26			13.05					D	2	U	U	A
USGS	422819071065701	GW	1991-10-29			10.80					D	2	U	U	A
USGS	422819071065701	GW	1991-11-25			7.40					D	2	U	U	A
USGS	422819071065701	GW	1991-12-23			8.93					D	2	U	U	A
USGS	422819071065701	GW	1992-01-30			9.00					D	2	U	U	A
USGS	422819071065701	GW	1992-02-21			10.48					D	2	U	U	A
USGS	422819071065701	GW	1992-03-27			9.44					D	2	U	U	A
USGS	422819071065701	GW	1992-04-24			9.19					D	2	U	U	A
USGS	422819071065701	GW	1992-05-26			11.02					D	2	U	U	A
USGS	422819071065701	GW	1992-06-29			11.62					D	2	U	U	A
USGS	422819071065701	GW	1992-07-30			13.32					D	2	U	U	A
USGS	422819071065701	GW	1992-08-28			13.35					D	2	U	U	A
USGS	422819071065701	GW	1992-09-29			12.81					D	2	U	U	A
USGS	422819071065701	GW	1992-10-29			9.46					D	2	U	U	A
USGS	422819071065701	GW	1992-11-24			10.94					D	2	U	U	A
USGS	422819071065701	GW	1992-12-22			7.70					D	2	U	U	A
USGS	422819071065701	GW	1993-01-22			9.78					D	2	U	U	A
USGS	422819071065701	GW	1993-02-25			9.22					D	2	U	U	A
USGS	422819071065701	GW	1993-04-01			4.90					D	2	U	U	A
USGS	422819071065701	GW	1993-04-28			7.80					D	2	U	U	A
USGS	422819071065701	GW	1993-05-27			11.52					D	2	U	U	A
USGS	422819071065701	GW	1993-06-24			13.45					D	2	U	U	A
USGS	422819071065701	GW	1993-07-29			13.75					D	2	U	U	A
USGS	422819071065701	GW	1993-08-30			14.59					D	2	U	U	A
USGS	422819071065701	GW	1993-09-29			14.90					D	2	U	U	A
USGS	422819071065701	GW	1993-10-28			14.86					D	2	U	U	A
USGS	422819071065701	GW	1993-11-29			11.82					D	2	U	U	A
USGS	422819071065701	GW	1993-12-28			7.17					D	2	U	U	A
USGS	422819071065701	GW	1994-01-31			7.55					D	2	U	U	A
USGS	422819071065701	GW	1994-02-25			7.61					D	2	U	U	A
USGS	422819071065701	GW	1994-03-30			5.35					D	2	U	U	A
USGS	422819071065701	GW	1994-04-26			8.86					D	2	U	U	A
USGS	422819071065701	GW	1994-05-31			8.90					D	2	U	U	A
USGS	422819071065701	GW	1994-06-27			12.11					D	2	U	U	A
USGS	422819071065701	GW	1994-07-27			13.69					D	2	U	U	A
USGS	422819071065701	GW	1994-08-29			14.33					D	2	U	U	A
USGS	422819071065701	GW	1994-09-27			12.70					D	2	U	U	A
USGS	422819071065701	GW	1994-10-27			11.88					D	2	U	U	A
USGS	422819071065701	GW	1994-11-25			10.56					D	2	U	U	A
USGS	422819071065701	GW	1994-12-21			7.89					D	2	U	U	A
USGS	422819071065701	GW	1995-01-25			7.07					D	2	U	U	A
USGS	422819071065701	GW	1995-02-28			10.19					D	2	U	U	A
USGS	422819071065701	GW	1995-04-26			9.48					D	2	U	U	A
USGS	422819071065701	GW	1995-05-23			10.60					D	2	U	U	A
USGS	422819071065701	GW	1995-06-27			11.97					D	2	U	U	A
USGS	422819071065701	GW	1995-07-27			13.72					D	2	U	U	A
USGS	422819071065701	GW	1995-08-23			14.40					D	2	U	U	A
USGS	422819071065701	GW	1995-09-26			15.08					D	2	U	U	A
USGS	422819071065701	GW	1995-10-30			12.84					D	2	U	U	A
USGS	422819071065701	GW	1995-11-27			8.08					D	2	U	U	A
USGS	422819071065701	GW	1996-01-25			4.87					D	2	U	U	A
USGS	422819071065701	GW	1996-02-28			7.17					D	2	U	U	A
USGS	422819071065701	GW	1996-03-26			7.26					D	2	U	U	A
USGS	422819071065701	GW	1996-04-23			6.92					D	2	U	U	A
USGS	422819071065701	GW	1996-05-29			10.33					D	2	U	U	A
USGS	422819071065701	GW	1996-06-26			12.30					D	2	U	U	A
USGS	422819071065701	GW	1996-07-26			12.09					D	2	U	U	A
USGS	422819071065701	GW	1996-08-29			13.49					D	2	U	U	A
USGS	422819071065701	GW	1996-09-26			13.05					D	2	U	U	A
USGS	422819071065701	GW	1996-10-30			6.40					D	2	U	U	A
USGS	422819071065701	GW	1996-11-26			10.18					D	2	U	U	A
USGS	422819071065701	GW	1996-12-30			7.80					D	2	U	U	A
USGS	422819071065701	GW	1997-01-24			10.11					D	2	U	U	A
USGS	422819071065701	GW	1997-02-28			10.10					D	2	U	U	A
USGS	422819071065701	GW	1997-03-25			8.79					D	2	U	U	A
USGS	422819071065701	GW	1997-04-29			8.34					D	2	U	U	A
USGS	422819071065701	GW	1997-05-23			9.68					D	2	U	U	A
USGS	422819071065701	GW	1997-06-27			12.18					D	2	U	U	A
USGS	422819071065701	GW	1997-07-24			13.69					D	2	U	U	A
USGS	422819071065701	GW	1997-08-21			14.34					D	2	U	U	A
USGS	422819071065701	GW	1997-09-24			14.80					D	2	U	U	A
USGS	422819071065701	GW	1997-10-29			15.32					D	2	U	U	A
USGS	422819071065701	GW	1997-11-26			9.52					D	2	U	U	A
USGS	422819071065701	GW	1997-12-22			9.51					D	2	U	U	A
USGS	422819071065701	GW	1998-01-29			6.75					D	2	U	U	A
USGS	422819071065701	GW	1998-02-26			4.62					D	2	U	U	A
USGS	422819071065701	GW	1998-03-25			9.26					D	2	U	U	A
USGS	422819071065701	GW	1998-04-22			9.17					D	2	U	U	A
USGS	422819071065701	GW	1998-05-26			9.56					D	2	U	U	A
USGS	422819071065701	GW	1998-06-26			8.08					D	2	U	U	A
