# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:49:15 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104410 CAMBRIDGE RES., UNNAMED TRIB 1, NR LEXINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104410
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00003	03_00010_00003_cd	04_00095_00003	04_00095_00003_cd
USGS	01104410	2012-12-19	1.1	A	3.8	A	1300	A
USGS	01104410	2012-12-20	0.64	A	3.7	A	1340	A
USGS	01104410	2012-12-21	1.7	A	5.0	A	1050	A
USGS	01104410	2012-12-22	0.96	A	3.8	A	1090	A
USGS	01104410	2012-12-23	0.58	A	2.7	A	1220	A
USGS	01104410	2012-12-24	0.51	A	2.8	A	1260	A
USGS	01104410	2012-12-25	0.46	A	3.1	A	1280	A
USGS	01104410	2012-12-26	0.35	A	2.1	A	1310	A
USGS	01104410	2012-12-27	5.0	A	1.8	A	880	A
USGS	01104410	2012-12-28	2.0	A	2.3	A	815	A
USGS	01104410	2012-12-29	1.4	A	2.2	A	945	A
USGS	01104410	2012-12-30	1.2	A	1.7	A	1380	A
USGS	01104410	2012-12-31	0.87	A	1.8	A	1110	A
USGS	01104410	2013-01-01	0.95	A	2.5	A	1030	A
USGS	01104410	2013-01-02	0.59	A	1.0	A	1040	A
USGS	01104410	2013-01-03	0.40	A	0.3	A	1080	A
USGS	01104410	2013-01-04	0.55	A	1.7	A	1050	A
USGS	01104410	2013-01-05	0.62	A	2.6	A	1040	A
USGS	01104410	2013-01-06	0.58	A	2.8	A	1060	A
USGS	01104410	2013-01-07	0.57	A	2.6	A	1090	A
USGS	01104410	2013-01-08	0.53	A	2.5	A	1110	A
USGS	01104410	2013-01-09	0.57	A	3.2	A	1110	A
USGS	01104410	2013-01-10	0.72	A	3.7	A	1120	A
USGS	01104410	2013-01-11	0.60	A	3.2	A	1210	A
USGS	01104410	2013-01-12	0.88	A	4.4	A	1230	A
USGS	01104410	2013-01-13	0.99	A	4.7	A	1220	A
USGS	01104410	2013-01-14	1.0	A	5.8	A	1270	A
USGS	01104410	2013-01-15	0.64	A	4.6	A	1230	A
USGS	01104410	2013-01-16	0.53	A	3.1	A	2100	A
USGS	01104410	2013-01-17	0.57	A	3.4	A	1450	A
USGS	01104410	2013-01-18	0.28	A	1.3	A	1410	A
USGS	01104410	2013-01-19	0.36	A	2.5	A	1330	A
USGS	01104410	2013-01-20	0.56	A	3.8	A	1280	A
USGS	01104410	2013-01-21	0.31	A	1.5	A	1360	A
USGS	01104410	2013-01-22	0.18	A	1.0	A	1390	A
USGS	01104410	2013-01-23	0.01	A	0.0	A	1480	A
USGS	01104410	2013-01-24	0.15	A	0.0	A	1530	A
USGS	01104410	2013-01-25	0.11	A	0.0	A	1520	A
USGS	01104410	2013-01-26	0.16	A	0.0	A	1490	A
USGS	01104410	2013-01-27	0.50	A				
USGS	01104410	2013-01-28	0.10	A	0.4	A	1460	A
USGS	01104410	2013-01-29	0.05	A	1.7	A	2370	A
USGS	01104410	2013-01-30	0.47	A	3.0	A	1750	A
USGS	01104410	2013-01-31	1.9	A	3.4	A	1100	A
USGS	01104410	2013-02-01	0.54	A	1.6	A	1140	A
USGS	01104410	2013-02-02	0.29	A	1.0	A	1220	A
USGS	01104410	2013-02-03	0.28	A	1.5	A	1240	A
USGS	01104410	2013-02-04	0.22	A	1.0	A	1270	A
USGS	01104410	2013-02-05	0.16	A	1.1	A	1310	A
USGS	01104410	2013-02-06	0.26	A	2.3	A	1290	A
USGS	01104410	2013-02-07	0.13	A	1.0	A	1360	A
USGS	01104410	2013-02-08	0.12	A	0.7	A	2130	A
USGS	01104410	2013-02-09	0.74	A	0.0	A	2140	A
USGS	01104410	2013-02-10	0.47	A	0.0	A	1590	A
USGS	01104410	2013-02-11	0.45	A	0.0	A	2450	A
USGS	01104410	2013-02-12	0.57	A	0.7	A	1820	A
USGS	01104410	2013-02-13	0.51	A	2.4	A	1730	A
USGS	01104410	2013-02-14	0.51	A	2.9	A	1650	A
USGS	01104410	2013-02-15	0.56	A	3.1	A	1610	A
USGS	01104410	2013-02-16	0.54	A	3.2	A	1630	A
USGS	01104410	2013-02-17	0.34	A	0.7	A	2620	A
USGS	01104410	2013-02-18	0.19	A	0.6	A	1950	A
USGS	01104410	2013-02-19	0.46	A	2.1	A	2160	A
USGS	01104410	2013-02-20	0.81	A	2.1	A	1710	A
USGS	01104410	2013-02-21	0.47	A	1.7	A	1540	A
USGS	01104410	2013-02-22	0.43	A	2.4	A	1480	A
USGS	01104410	2013-02-23	0.47	A	3.1	A	1470	A
USGS	01104410	2013-02-24	1.3	A	2.1	A	1980	A
USGS	01104410	2013-02-25	1.1	A	2.9	A	2220	A
USGS	01104410	2013-02-26	1.1	A	3.2	A	1330	A
USGS	01104410	2013-02-27	3.7	A	2.1	A	1140	A
USGS	01104410	2013-02-28	3.4	A	2.0	A	765	A
USGS	01104410	2013-03-01	2.2	A	2.5	A	897	A
USGS	01104410	2013-03-02	2.0	A	3.0	A	956	A
USGS	01104410	2013-03-03	1.9	A	3.2	A	968	A
USGS	01104410	2013-03-04	1.6	A	3.0	A	990	A
USGS	01104410	2013-03-05	1.5	A	3.2	A	1010	A
USGS	01104410	2013-03-06	1.6	A	3.1	A	989	A
USGS	01104410	2013-03-07	1.4	A	2.5	A	1150	A
USGS	01104410	2013-03-08	1.4	A	0.9	A	1730	A
USGS	01104410	2013-03-09	1.5	A	2.8	A	1470	A
USGS	01104410	2013-03-10	1.4	A	3.0	A	1250	A
USGS	01104410	2013-03-11	1.8	A	4.0	A	1140	A
USGS	01104410	2013-03-12	2.6	A	4.3	A	1000	A
USGS	01104410	2013-03-13	2.9	A	4.5	A	856	A
USGS	01104410	2013-03-14	1.7	A	3.5	A	936	A
USGS	01104410	2013-03-15	1.3	A	2.8	A	982	A
USGS	01104410	2013-03-16	1.5	A	3.6	A	989	A
USGS	01104410	2013-03-17	1.4	A	3.6	A	1020	A
USGS	01104410	2013-03-18	1.1	A	3.1	A	1030	A
USGS	01104410	2013-03-19	1.7	A	0.8	A	1980	A
USGS	01104410	2013-03-20	2.0	A	2.6	A	1960	A
USGS	01104410	2013-03-21	1.5	A	2.6	A	1290	A
USGS	01104410	2013-03-22	1.6	A	3.3	A	1220	A
USGS	01104410	2013-03-23	1.5	A	3.1	A	1230	A
USGS	01104410	2013-03-24	1.7	A	3.8	A	1190	A
USGS	01104410	2013-03-25	1.7	A	3.9	A	1140	A
USGS	01104410	2013-03-26	2.1	A	4.6	A	1090	A
USGS	01104410	2013-03-27	1.8	A	4.8	A	1060	A
USGS	01104410	2013-03-28	1.7	A	5.2	A	1080	A
USGS	01104410	2013-03-29	1.5	A	5.7	A	1100	A
USGS	01104410	2013-03-30	1.5	A	6.7	A	1140	A
USGS	01104410	2013-03-31	1.2	A	6.4	A	1170	A
USGS	01104410	2013-04-01	1.6	A	7.7	A	1260	A
USGS	01104410	2013-04-02	1.1	A	4.9	A	1250	A
USGS	01104410	2013-04-03	1.1	A	5.2	A	1230	A
USGS	01104410	2013-04-04	0.91	A	6.2	A	1240	A
USGS	01104410	2013-04-05	0.97	A	7.1	A	1250	A
USGS	01104410	2013-04-06	1.0	A	6.4	A	1280	A
USGS	01104410	2013-04-07	0.71	A	6.3	A	1270	A
USGS	01104410	2013-04-08	0.94	A	9.0	A	1280	A
USGS	01104410	2013-04-09	0.97	A	10.4	A	1370	A
USGS	01104410	2013-04-10	0.98	A	9.9	A	1370	A
USGS	01104410	2013-04-11	1.1	A	8.7	A	1330	A
USGS	01104410	2013-04-12	1.2	A	6.1	A	1160	A
USGS	01104410	2013-04-13	1.3	A	6.9	A	1160	A
USGS	01104410	2013-04-14	1.0	A	7.5	A	1210	A
USGS	01104410	2013-04-15	0.78	A	7.9	A	1230	A
USGS	01104410	2013-04-16	0.64	A	10	A	1260	A
USGS	01104410	2013-04-17	0.78	A	11.7	A	1280	A
USGS	01104410	2013-04-18	0.59	A	10.3	A	1290	A
USGS	01104410	2013-04-19	0.55	A	12.7	A	1280	A
USGS	01104410	2013-04-20	1.9	A	11.5	A	1000	A
USGS	01104410	2013-04-21	0.89	A	9.2	A	1150	A
USGS	01104410	2013-04-22	0.59	A	9.0	A	1190	A
USGS	01104410	2013-04-23	0.44	A	7.3	A	1200	A
USGS	01104410	2013-04-24	0.50	A	11.4	A	1160	A
USGS	01104410	2013-04-25	0.66	A	12.5	A	1220	A
USGS	01104410	2013-04-26	0.51	A	11.0	A	1250	A
USGS	01104410	2013-04-27	0.42	A	11.1	A	1250	A
USGS	01104410	2013-04-28	0.42	A	11.9	A	1250	A
USGS	01104410	2013-04-29	0.39	A	12.8	A	1260	A
USGS	01104410	2013-04-30	0.37	A	12.8	A	1270	A
USGS	01104410	2013-05-01	0.31	A	12.3	A	1300	A
USGS	01104410	2013-05-02	0.32	A	13.0	A	1300	A
USGS	01104410	2013-05-03	0.40	A	12.1	A	1320	A
USGS	01104410	2013-05-04	0.32	A	11.9	A	1340	A
USGS	01104410	2013-05-05	0.24	A	11.2	A	1350	A
USGS	01104410	2013-05-06	0.21	A	11.9	A	1360	A
USGS	01104410	2013-05-07	0.15	A	14.4	A	1360	A
USGS	01104410	2013-05-08	0.20	A	14.9	A	1380	A
USGS	01104410	2013-05-09	1.3	A	14.4	A	1150	A
USGS	01104410	2013-05-10	0.94	A	15.6	A	1100	A
USGS	01104410	2013-05-11	0.50	A	15.1	A	1230	A
USGS	01104410	2013-05-12	0.52	A	14.8	A	1210	A
USGS	01104410	2013-05-13	0.34	A	11.8	A	1330	A
USGS	01104410	2013-05-14	0.24	A	10.6	A	1350	A
USGS	01104410	2013-05-15	0.17	A	11.0	A	1480	A
USGS	01104410	2013-05-16	0.24	A	13.9	A	1390	A
USGS	01104410	2013-05-17	0.29	A	13.6	A	1440	A
USGS	01104410	2013-05-18	0.22	A	13.2	A	1470	A
USGS	01104410	2013-05-19	0.29	A	13.3	A	1470	A
USGS	01104410	2013-05-20	0.32	A	15.4	A	1410	A
USGS	01104410	2013-05-21	0.30	A	15.7	A	1480	A
USGS	01104410	2013-05-22	0.66	A	13.4	A	1340	A
USGS	01104410	2013-05-23	0.48	A	14.4	A	1410	A
USGS	01104410	2013-05-24	1.2	A	15.6	A	1060	A
USGS	01104410	2013-05-25	1.6	A	12.0	A	1000	A
USGS	01104410	2013-05-26	0.80	A	10.5	A	1200	A
USGS	01104410	2013-05-27	0.51	A	12.0	A	1310	A
USGS	01104410	2013-05-28	0.40	A	12.9	A	1370	A
USGS	01104410	2013-05-29	0.97	A	13.8	A	1190	A
USGS	01104410	2013-05-30	1.4	A	16.4	A	1050	A
USGS	01104410	2013-05-31	0.46	A	18.0	A	1260	A
USGS	01104410	2013-06-01	0.22	A	19.1	A	1330	A
USGS	01104410	2013-06-02	0.13	A	19.8	A	1390	A
USGS	01104410	2013-06-03	0.55	A	18.2	A	1260	A
USGS	01104410	2013-06-04	0.34	A	15.3	A	1410	A
USGS	01104410	2013-06-05	0.17	A	15.0	A	1450	A
USGS	01104410	2013-06-06	0.10	A	15.2	A	1480	A
USGS	01104410	2013-06-07	2.0	A	14.4	A	953	A
USGS	01104410	2013-06-08	4.3	A	14.9	A	488	A
USGS	01104410	2013-06-09	1.4	A	16.4	A	737	A
USGS	01104410	2013-06-10	1.4	A	15.7	A	809	A
USGS	01104410	2013-06-11	4.0	A	14.8	A	565	A
USGS	01104410	2013-06-12	2.5	A	15.2	A	627	A
USGS	01104410	2013-06-13	2.1	A	14.3	A	690	A
USGS	01104410	2013-06-14	4.8	A	14.1	A	437	A
USGS	01104410	2013-06-15	2.1	A	15.4	A	588	A
USGS	01104410	2013-06-16	1.5	A	15.3	A	693	A
USGS	01104410	2013-06-17	2.3	A	16.6	A	653	A
USGS	01104410	2013-06-18	2.3	A	16.1	A	629	A
USGS	01104410	2013-06-19	1.9	A	15.9	A	672	A
USGS	01104410	2013-06-20	1.3	A	15.9	A	737	A
USGS	01104410	2013-06-21	1.1	A	17.0	A	781	A
USGS	01104410	2013-06-22	0.90	A	17.7	A	826	A
USGS	01104410	2013-06-23	0.73	A	18.6	A	858	A
USGS	01104410	2013-06-24	0.61	A	19.8	A	893	A
USGS	01104410	2013-06-25	0.50	A	19.9	A	946	A
USGS	01104410	2013-06-26	0.74	A	19.9	A	931	A
USGS	01104410	2013-06-27	0.77	A	18.0	A	980	A
USGS	01104410	2013-06-28	1.3	A	18.1	A	834	A
USGS	01104410	2013-06-29	0.69	A	19.0	A	953	A
USGS	01104410	2013-06-30	0.56	A	19.5	A	1020	A
USGS	01104410	2013-07-01	1.1	A	20.1	A	932	A
USGS	01104410	2013-07-02	0.77	A	19.6	A	986	A
USGS	01104410	2013-07-03	0.57	A	19.1	A	1050	A
USGS	01104410	2013-07-04	0.39	A	20.6	A	1130	A
USGS	01104410	2013-07-05	0.23	A	21.3	A	1200	A
USGS	01104410	2013-07-06	0.20	A	21.3	A	1270	A
USGS	01104410	2013-07-07	0.24	A	20.4	A	1320	A
USGS	01104410	2013-07-08	0.28	A	20.3	A	1310	A
USGS	01104410	2013-07-09	0.40	A	18.5	A	1350	A
USGS	01104410	2013-07-10	0.40	A	19.1	A	1360	A
USGS	01104410	2013-07-11	0.40	A	19.8	A	1300	A
USGS	01104410	2013-07-12	0.39	A	18.9	A	1360	A
USGS	01104410	2013-07-13	0.36	A	18.5	A	1410	A
USGS	01104410	2013-07-14	0.18	A	20.0	A	1400	A
USGS	01104410	2013-07-15	0.13	A	20.8	A	1420	A
USGS	01104410	2013-07-16	0.09	A	21.3	A	1460	A
USGS	01104410	2013-07-17	0.03	A	22.0	A	1470	A
USGS	01104410	2013-07-18	0.01	A	22.9	A	1430	A
USGS	01104410	2013-07-19	0.01	A	23.5	A	1410	A
USGS	01104410	2013-07-20	0.01	A	24.1	A	1400	A
USGS	01104410	2013-07-21	0.01	A	21.9	A	1430	A
USGS	01104410	2013-07-22	0.01	A	21.2	A	1450	A
USGS	01104410	2013-07-23	0.61	A	21.7	A	909	A
USGS	01104410	2013-07-24	0.15	A	21.2	A	1450	A
USGS	01104410	2013-07-25	0.87	A	17.4	A	1230	A
USGS	01104410	2013-07-26	1.1	A	17.5	A	908	A
USGS	01104410	2013-07-27	0.49	A	18.6	A	1190	A
USGS	01104410	2013-07-28	0.37	A	19.4	A	1320	A
USGS	01104410	2013-07-29	0.47	A	20.0	A	1270	A
USGS	01104410	2013-07-30	0.49	A	19.4	A	1340	A
USGS	01104410	2013-07-31	0.33	A	18.9	A	1430	A
USGS	01104410	2013-08-01	0.22	A	19.2	A	1520	A
USGS	01104410	2013-08-02	1.2	A	19.4	A	1020	A
USGS	01104410	2013-08-03	0.48	A	18.9	A	1240	A
USGS	01104410	2013-08-04	0.38	A	18.1	A	1350	A
USGS	01104410	2013-08-05	0.28	A	16.8	A	1490	A
USGS	01104410	2013-08-06	0.12	A	16.2	A	1540	A
USGS	01104410	2013-08-07	0.04	A	17.3	A	1590	A
USGS	01104410	2013-08-08	0.07	A	18.5	A	1590	A
USGS	01104410	2013-08-09	1.3	A	20.1	A	1020	A
USGS	01104410	2013-08-10	0.75	A	19.7	A	1150	A
USGS	01104410	2013-08-11	0.45	A	17.7	A	1360	A
USGS	01104410	2013-08-12	0.35	A	18.2	A	1460	A
USGS	01104410	2013-08-13	0.36	A	18.0	A	1590	A
USGS	01104410	2013-08-14	0.37	A	17.5	A	1620	A
USGS	01104410	2013-08-15	0.24	A	16.5	A	1620	A
USGS	01104410	2013-08-16	0.07	A	16.8	A	1680	A
USGS	01104410	2013-08-17	0.05	A	17.3	A	1700	A
USGS	01104410	2013-08-18	0.02	A	17.6	A	1710	A
USGS	01104410	2013-08-19	0.05	A	18.2	A	1750	A
USGS	01104410	2013-08-20	0.06	A	19.3	A	1790	A
USGS	01104410	2013-08-21	0.01	A	19.6	A	1780	A
USGS	01104410	2013-08-22	0.01	A	20.3	A	1760	A
USGS	01104410	2013-08-23	0.01	A	20.5	A	1750	A
USGS	01104410	2013-08-24	0.00	A	16.3	A	1630	A
USGS	01104410	2013-08-25	0.00	A				
USGS	01104410	2013-08-26	0.00	A				
USGS	01104410	2013-08-27	0.00	A				
USGS	01104410	2013-08-28	0.00	A				
USGS	01104410	2013-08-29	0.00	A				
USGS	01104410	2013-08-30	0.00	A				
USGS	01104410	2013-08-31	0.00	A				
USGS	01104410	2013-09-01	0.49	A	20.8	A	1000	A
USGS	01104410	2013-09-02	0.24	A	20.7	A	1670	A
USGS	01104410	2013-09-03	0.16	A	20.7	A	1800	A
USGS	01104410	2013-09-04	0.10	A	18.6	A	1970	A
USGS	01104410	2013-09-05	0.05	A	17.3	A	1920	A
USGS	01104410	2013-09-06	0.00	A	13.2	A	2000	A
USGS	01104410	2013-09-07	0.00	A				
USGS	01104410	2013-09-08	0.00	A				
USGS	01104410	2013-09-09	0.00	A				
USGS	01104410	2013-09-10	0.02	A	17.1	A	1290	A
USGS	01104410	2013-09-11	0.00	A				
USGS	01104410	2013-09-12	0.25	A	21.2	A	266	A
USGS	01104410	2013-09-13	0.71	A	19.7	A	1150	A
USGS	01104410	2013-09-14	0.32	A	16.5	A	1630	A
USGS	01104410	2013-09-15	0.15	A	14.6	A	1790	A
USGS	01104410	2013-09-16	0.15	A	14.4	A	1920	A
USGS	01104410	2013-09-17	0.04	A	11.7	A	2110	A
USGS	01104410	2013-09-18	0.02	A	11.8	A	2010	A
USGS	01104410	2013-09-19	0.01	A	13.5	A	2020	A
USGS	01104410	2013-09-20	0.00	A	14.4	A	1980	A
USGS	01104410	2013-09-21	0.00	A	15.8	A	2230	A
USGS	01104410	2013-09-22	0.91	A	17.1	A	1250	A
USGS	01104410	2013-09-23	0.33	A	12.9	A	1680	A
USGS	01104410	2013-09-24	0.12	A	11.7	A	1830	A
USGS	01104410	2013-09-25	0.09	A	12.1	A	1920	A
USGS	01104410	2013-09-26	0.09	A	13.2	A	2030	A
USGS	01104410	2013-09-27	0.08	A	13.5	A	2110	A
USGS	01104410	2013-09-28	0.05	A	12.9	A	2150	A
USGS	01104410	2013-09-29	0.01	A	12.5	A	2210	A
USGS	01104410	2013-09-30	0.01	A	12.4	A	2190	A
USGS	01104410	2013-10-01	0.01	A	12.6	A	2240	A
USGS	01104410	2013-10-02	0.00	A	14.4	A	2220	A
USGS	01104410	2013-10-03	0.00	A	15.0	A	2220	A
USGS	01104410	2013-10-04	0.02	A	14.6	A	1680	A
USGS	01104410	2013-10-05	0.00	A	15.1	A	2160	A
USGS	01104410	2013-10-06	0.28	A:e	14.9	A	1780	A
USGS	01104410	2013-10-07	0.13	A:e				
USGS	01104410	2013-10-08	0.04	A:e				
USGS	01104410	2013-10-09	0.02	A:e				
USGS	01104410	2013-10-10	0.02	A:e				
USGS	01104410	2013-10-11	0.02	A:e				
USGS	01104410	2013-10-12	0.01	A:e				
USGS	01104410	2013-10-13	0.01	A:e				
USGS	01104410	2013-10-14	0.01	A:e				
USGS	01104410	2013-10-15	0.01	A:e				
USGS	01104410	2013-10-16	0.01	A:e				
USGS	01104410	2013-10-17	0.01	A:e				
USGS	01104410	2013-10-18	0.01	A:e				
USGS	01104410	2013-10-19	0.01	A:e				
USGS	01104410	2013-10-20	0.01	A:e				
USGS	01104410	2013-10-21	0.01	A:e				
USGS	01104410	2013-10-22	0.01	A:e				
USGS	01104410	2013-10-23	0.01	A:e				
USGS	01104410	2013-10-24	0.01	A:e				
USGS	01104410	2013-10-25	0.01	A:e				
USGS	01104410	2013-10-26	0.01	A:e				
USGS	01104410	2013-10-27	0.01	A:e				
USGS	01104410	2013-10-28	0.01	A:e				
USGS	01104410	2013-10-29	0.01	A:e				
USGS	01104410	2013-10-30	0.03	A	4.6	A	2540	A
USGS	01104410	2013-10-31	0.08	A	6.3	A	2220	A
USGS	01104410	2013-11-01	0.28	A	13.0	A	1800	A
USGS	01104410	2013-11-02	0.32	A	11.5	A	2290	A
USGS	01104410	2013-11-03	0.15	A	8.3	A	2560	A
USGS	01104410	2013-11-04	0.03	A	3.3	A	2670	A
USGS	01104410	2013-11-05	0.07	A	3.0	A	2630	A
USGS	01104410	2013-11-06	0.17	A	6.6	A	2670	A
USGS	01104410	2013-11-07	0.34	A	9.9	A	2150	A
USGS	01104410	2013-11-08	0.11	A	6.1	A	2320	A
USGS	01104410	2013-11-09	0.06	A	4.2	A	2650	A
USGS	01104410	2013-11-10	0.23	A	6.4	A	2360	A
USGS	01104410	2013-11-11	0.20	A	5.9	A	2070	A
USGS	01104410	2013-11-12	0.27	A	5.1	A	2070	A
USGS	01104410	2013-11-13	0.04	A	1.1	A	2600	A
USGS	01104410	2013-11-14	0.14	A	2.1	A	2740	A
USGS	01104410	2013-11-15	0.19	A	3.6	A	2790	A
USGS	01104410	2013-11-16	0.22	A	5.3	A	2880	A
USGS	01104410	2013-11-17	0.21	A	5.3	A	2870	A
USGS	01104410	2013-11-18	0.64	A	10.2	A	2020	A
USGS	01104410	2013-11-19	0.29	A	5.5	A	2620	A
USGS	01104410	2013-11-20	0.09	A	1.8	A	2850	A
USGS	01104410	2013-11-21	0.11	A	1.1	A	2810	A
USGS	01104410	2013-11-22	0.40	A	4.9	A	2290	A
USGS	01104410	2013-11-23	0.05	A	4.7	A	2700	A
USGS	01104410	2013-11-24	0.00	A	0.3	A	2990	A
USGS	01104410	2013-11-25	0.00	A	0.0	A	3130	A
USGS	01104410	2013-11-26	0.00	A	0.0	A	2880	A
USGS	01104410	2013-11-27	2.1	A	6.4	A	874	A
USGS	01104410	2013-11-28	0.68	A	3.2	A	1660	A
USGS	01104410	2013-11-29	0.13	A	1.0	A	2120	A
USGS	01104410	2013-11-30	0.10	A:e	0.1	A	2360	A
USGS	01104410	2013-12-01	0.19	A	2.2	A	2190	A
USGS	01104410	2013-12-02	0.21	A	3.9	A	2350	A
USGS	01104410	2013-12-03	0.20	A	3.9	A	2400	A
USGS	01104410	2013-12-04	0.17	A	2.6	A	2430	A
USGS	01104410	2013-12-05	0.23	A	3.9	A	2400	A
USGS	01104410	2013-12-06	0.35	A	6.3	A	2220	A
USGS	01104410	2013-12-07	0.47	A	2.9	A	2090	A
USGS	01104410	2013-12-08	0.16	A	1.3	A	2210	A
USGS	01104410	2013-12-09	0.28	A	1.2	A	4190	A
USGS	01104410	2013-12-10	0.25	A	2.0	A	2760	A
USGS	01104410	2013-12-11	0.14	A	0.3	A	2460	A
USGS	01104410	2013-12-12	0.10	A	0.0	A	2540	A
USGS	01104410	2013-12-13	0.13	A	0.0	A	2620	A
USGS	01104410	2013-12-14	0.09	A	0.0	A	2750	A
USGS	01104410	2013-12-15	0.16	A	0.0	A	2720	A
USGS	01104410	2013-12-16	0.19	A	0.0	A	3680	A
USGS	01104410	2013-12-17	0.13	A:e	0.0	A	2880	A
USGS	01104410	2013-12-18	0.10	A	0.0	A	2660	A
USGS	01104410	2013-12-19	0.13	A	0.0	A	2640	A
USGS	01104410	2013-12-20	0.23	A	0.0	A	2490	A
USGS	01104410	2013-12-21	0.45	A	0.9	A	2110	A
USGS	01104410	2013-12-22	0.57	A	2.4	A	2260	A
USGS	01104410	2013-12-23	0.90	A	1.9	A	2330	A
USGS	01104410	2013-12-24	0.74	A	1.4	A	1900	A
USGS	01104410	2013-12-25	0.26	A	0.1	A	1970	A
USGS	01104410	2013-12-26	0.18	A	0.3	A	2050	A
USGS	01104410	2013-12-27	0.17	A	0.5	A	2160	A
USGS	01104410	2013-12-28	0.19	A	1.1	A	2150	A
USGS	01104410	2013-12-29	1.0	A	1.7	A	2160	A
USGS	01104410	2013-12-30	1.4	A	1.0	A	1270	A
USGS	01104410	2013-12-31	0.36	A	0.2	A	1630	A
USGS	01104410	2014-01-01	0.22	A	0.2	A	1820	A
USGS	01104410	2014-01-02	0.12	A	0.0	A	1980	A
USGS	01104410	2014-01-03	0.10	A	0.0	A	2050	A
USGS	01104410	2014-01-04	0.16	A:e	0.0	A	1900	A
USGS	01104410	2014-01-05	0.21	A	0.0	A	2000	A
USGS	01104410	2014-01-06	1.4	A	0.4	A	2900	A
USGS	01104410	2014-01-07	0.57	A	0.1	A	1980	A
USGS	01104410	2014-01-08	0.20	A	0.0	A	1940	A
USGS	01104410	2014-01-09	0.36	A	0.0	A	1910	A
USGS	01104410	2014-01-10	0.40	A	0.0	A	1890	A
USGS	01104410	2014-01-11	1.0	A	1.9	A	2050	A
USGS	01104410	2014-01-12	1.5	A	1.9	A	1300	A
USGS	01104410	2014-01-13	0.67	A	2.6	A	1430	A
USGS	01104410	2014-01-14	1.3	A	3.5	A	1210	A
USGS	01104410	2014-01-15	1.2	A	2.4	A	1170	A
USGS	01104410	2014-01-16	0.63	A	3.0	A	1290	A
USGS	01104410	2014-01-17	0.59	A	3.4	A	1330	A
USGS	01104410	2014-01-18	0.53	A	2.2	A	1630	A
USGS	01104410	2014-01-19	0.52	A	2.5	A	1900	A
USGS	01104410	2014-01-20	0.45	A	2.4	A	1570	A
USGS	01104410	2014-01-21	0.23	A	0.3	A	1600	A
USGS	01104410	2014-01-22	0.18	A	0.0	A	1640	A
USGS	01104410	2014-01-23	0.25	A	0.0	A	1710	A
USGS	01104410	2014-01-24	0.42	A	0.0	A	1670	A
USGS	01104410	2014-01-25	0.33	A	0.0	A	1640	A
USGS	01104410	2014-01-26	0.19	A	0.0	A	1640	A
USGS	01104410	2014-01-27	0.24	A	0.3	A	1840	A
USGS	01104410	2014-01-28	0.09	A	0.2	A	1760	A
USGS	01104410	2014-01-29	0.09	A	0.1	A	1770	A
USGS	01104410	2014-01-30	0.10	A	0.0	A	1800	A
USGS	01104410	2014-01-31	0.14	A	0.8	A	1720	A
USGS	01104410	2014-02-01	0.17	A	2.5	A	1640	A
USGS	01104410	2014-02-02	0.24	A	3.4	A	1610	A
USGS	01104410	2014-02-03	0.19	A	2.6	A	1680	A
USGS	01104410	2014-02-04	0.14	A	1.4	A	2320	A
USGS	01104410	2014-02-05	0.14	A	0.6	A	1970	A
USGS	01104410	2014-02-06	0.14	A	0.1	A	2040	A
USGS	01104410	2014-02-07	0.11	A	0.1	A	1970	A
USGS	01104410	2014-02-08	0.11	A	0.2	A	1950	A
USGS	01104410	2014-02-09	0.13	A	1.2	A	1890	A
USGS	01104410	2014-02-10	0.11	A	0.9	A	1970	A
USGS	01104410	2014-02-11	0.12	A:e	0.0	A	2020	A
USGS	01104410	2014-02-12	0.12	A	0.0	A	2010	A
USGS	01104410	2014-02-13	0.09	A	0.0	A	2220	A
USGS	01104410	2014-02-14	2.0	A	0.0	A	4430	A
USGS	01104410	2014-02-15	0.63	A	0.0	A	2720	A
USGS	01104410	2014-02-16	0.39	A	0.0	A	3470	A
USGS	01104410	2014-02-17	0.18	A	0.2	A	2410	A
USGS	01104410	2014-02-18	0.13	A	0.0	A	2310	A
USGS	01104410	2014-02-19	0.26	A	0.0	A	2380	A
