# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:46:54 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104415 CAMBRIDGE RES., UNNAMED TRIB 2, NR LEXINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104415
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    03   00010     00002     Temperature, water, degrees Celsius (Minimum)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#    04   00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00001	03_00010_00001_cd	03_00010_00002	03_00010_00002_cd	03_00010_00003	03_00010_00003_cd	04_00095_00001	04_00095_00001_cd	04_00095_00002	04_00095_00002_cd	04_00095_00003	04_00095_00003_cd
USGS	01104415	2007-06-12	0.31	A	16.5	A	14.7	A	15.7	A	1720	A	1620	A	1670	A
USGS	01104415	2007-06-13	0.29	A	15.4	A	12.8	A	13.8	A	1730	A	1680	A	1700	A
USGS	01104415	2007-06-14	0.25	A	13.3	A	12.5	A	12.9	A	1770	A	1690	A	1720	A
USGS	01104415	2007-06-15	0.22	A	15.0	A	11.3	A	13.1	A	1850	A	1710	A	1780	A
USGS	01104415	2007-06-16	0.19	A	15.6	A	12.7	A	14.2	A	1940	A	1770	A	1840	A
USGS	01104415	2007-06-17	0.17	A	17.0	A	14.1	A	15.6	A	1950	A	1830	A	1890	A
USGS	01104415	2007-06-18	0.14	A	16.5	A	14.8	A	15.7	A	2040	A	1890	A	1970	A
USGS	01104415	2007-06-19	0.14	A	17.1	A	14.5	A	15.7	A	2120	A	1930	A	2000	A
USGS	01104415	2007-06-20	0.19	A	16.6	A	15.3	A	15.9	A	2150	A	1720	A	2000	A
USGS	01104415	2007-06-21	0.14	A	16.5	A	14.1	A	15.4	A	2060	A	1780	A	1910	A
USGS	01104415	2007-06-22	0.16	A	15.9	A	14.2	A	15.0	A	1990	A	1770	A	1900	A
USGS	01104415	2007-06-23	0.10	A	14.5	A	12.9	A	13.8	A	2020	A	1770	A	1880	A
USGS	01104415	2007-06-24	0.08	A	15.2	A	12.1	A	13.7	A	2130	A	1940	A	2050	A
USGS	01104415	2007-06-25	0.07	A	17.0	A	13.8	A	15.4	A	2200	A	2110	A	2160	A
USGS	01104415	2007-06-26	0.06	A	18.4	A	15.3	A	16.8	A	2300	A	2190	A	2240	A
USGS	01104415	2007-06-27	0.05	A	19.5	A	16.6	A	18.1	A	2400	A	2280	A	2350	A
USGS	01104415	2007-06-28	0.07	A	19.5	A	17.5	A	18.4	A	2460	A	2330	A	2380	A
USGS	01104415	2007-06-29	0.05	A	18.5	A	15.4	A	16.7	A	2440	A	2070	A	2170	A
USGS	01104415	2007-06-30	0.04	A	16.4	A	14.3	A	15.4	A	2180	A	2070	A	2140	A
USGS	01104415	2007-07-01	0.08	A	15.4	A	13.9	A	14.9	A	2650	A	2020	A	2360	A
USGS	01104415	2007-07-02	0.03	A	14.7	A	12.7	A	13.9	A	2100	A	2010	A	2050	A
USGS	01104415	2007-07-03	0.02	A	15.1	A	12.7	A	14.1	A	2240	A	2100	A	2180	A
USGS	01104415	2007-07-04	0.03	A	16.1	A	13.8	A	15.0	A	2290	A	2130	A	2220	A
USGS	01104415	2007-07-05	0.83	A	19.5	A	15.1	A	17.2	A	2370	A	251	A	1160	A
USGS	01104415	2007-07-06	0.29	A	19.8	A	17.1	A	18.4	A	1610	A	616	A	1200	A
USGS	01104415	2007-07-07	0.08	A	17.6	A	15.6	A	16.7	A	1910	A	1540	A	1680	A
USGS	01104415	2007-07-08	0.08	A	18.2	A	16.2	A	17.1	A	2200	A	1910	A	2050	A
USGS	01104415	2007-07-09	0.20	A	18.5	A	16.3	A	17.3	A	2190	A	1080	A	1640	A
USGS	01104415	2007-07-10	0.07	A	18.6	A	16.3	A	17.3	A	1940	A	1510	A	1740	A
USGS	01104415	2007-07-11	0.04	A	19.3	A	16.6	A	17.9	A	2150	A	1930	A	2080	A
USGS	01104415	2007-07-12	0.05	A	18.6	A	16.8	A	18.0	A	2350	A	2070	A	2190	A
USGS	01104415	2007-07-13	0.02	A	17.9	A	15.3	A	16.6	A	2250	A	1970	A	2100	A
USGS	01104415	2007-07-14	0.02	A	17.5	A	15.5	A	16.6	A	2360	A	1950	A	2140	A
USGS	01104415	2007-07-15	0.03	A	19.5	A	16.1	A	17.5	A	2330	A	2010	A	2170	A
USGS	01104415	2007-07-16	0.03	A	18.4	A	16.7	A	17.5	A	2570	A	2050	A	2300	A
USGS	01104415	2007-07-17	0.02	A	17.5	A	15.7	A	16.6	A	2270	A	1870	A	2060	A
USGS	01104415	2007-07-18	0.10	A	18.3	A	15.7	A	16.6	A	2790	A	1720	A	2060	A
USGS	01104415	2007-07-19	0.13	A	19.1	A	16.5	A	17.4	A	1950	A	1170	A	1680	A
USGS	01104415	2007-07-20	0.08	A	19.1	A	17.1	A	18.1	A	1680	A	1160	A	1460	A
USGS	01104415	2007-07-21	0.03	A	17.2	A	15.6	A	16.5	A	1970	A	1680	A	1860	A
USGS	01104415	2007-07-22	0.02	A	17.5	A	15.1	A	16.3	A	2010	A	1630	A	1900	A
USGS	01104415	2007-07-23	0.02	A	16.2	A	15.1	A	15.7	A	1920	A	1810	A	1880	A
USGS	01104415	2007-07-24	0.03	A	17.5	A	15.0	A	16.2	A	2420	A	1850	A	2120	A
USGS	01104415	2007-07-25	0.02	A	18.4	A	15.5	A	17.0	A	2040	A	1730	A	1940	A
USGS	01104415	2007-07-26	0.02	A	18.7	A	15.9	A	17.5	A	1990	A	1720	A	1900	A
USGS	01104415	2007-07-27	0.02	A	19.5	A	16.9	A	18.2	A	1960	A	1840	A	1900	A
USGS	01104415	2007-07-28	1.0	A	25.8	A	17.6	A	20.8	A	1940	A	205	A	1250	A
USGS	01104415	2007-07-29	0.12	A	21.6	A	19.1	A	20.1	A	1670	A	897	A	1410	A
USGS	01104415	2007-07-30	2.5	A	25.3	A	17.7	A	21.3	A	1810	A	118	A	860	A
USGS	01104415	2007-07-31	0.29	A	21.6	A	19.6	A	20.4	A	1610	A	784	A	1270	A
USGS	01104415	2007-08-01	0.16	A	20.3	A	18.4	A	19.4	A	1890	A	1610	A	1770	A
USGS	01104415	2007-08-02	0.13	A	20.6	A	17.8	A	19.3	A	2020	A	1890	A	1960	A
USGS	01104415	2007-08-03	0.10	A	21.3	A	18.8	A	20.0	A	2130	A	2010	A	2060	A
USGS	01104415	2007-08-04	0.07	A	21.1	A	18.8	A	19.8	A	2190	A	1970	A	2100	A
USGS	01104415	2007-08-05	0.03	A	19.1	A	17.0	A	17.9	A	2210	A	1860	A	2050	A
USGS	01104415	2007-08-06	0.13	A	20.4	A	17.0	A	18.2	A	2490	A	1170	A	1870	A
USGS	01104415	2007-08-07	0.07	A	20.3	A	18.4	A	19.3	A	1680	A	1200	A	1510	A
USGS	01104415	2007-08-08	0.25	A	21.8	A	17.9	A	20.2	A	1920	A	546	A	1240	A
USGS	01104415	2007-08-09	0.06	A	20.3	A	17.2	A	18.3	A	1660	A	1240	A	1500	A
USGS	01104415	2007-08-10	0.06	A	17.2	A	15.2	A	16.2	A	2080	A	1550	A	1800	A
USGS	01104415	2007-08-11	0.04	A	17.6	A	13.9	A	15.9	A	1980	A	1620	A	1880	A
USGS	01104415	2007-08-12	0.02	A	18.7	A	15.8	A	17.3	A	1950	A	1700	A	1870	A
USGS	01104415	2007-08-13	0.09	A	20.0	A	16.9	A	17.8	A	2630	A	1720	A	2000	A
USGS	01104415	2007-08-14	0.03	A	18.1	A	15.8	A	17.1	A	2350	A	1640	A	1840	A
USGS	01104415	2007-08-15	0.02	A	18.9	A	15.9	A	17.4	A	1880	A	1540	A	1780	A
USGS	01104415	2007-08-16	0.02	A	19.6	A	16.6	A	18.1	A	1910	A	1620	A	1820	A
USGS	01104415	2007-08-17	0.02	A	18.7	A	17.3	A	18.2	A	1850	A	1810	A	1830	A
USGS	01104415	2007-08-18	0.04	A	17.3	A	14.6	A	16.0	A	2460	A	1660	A	2100	A
USGS	01104415	2007-08-19	0.02	A	15.8	A	13.5	A	14.8	A	2050	A	1700	A	1870	A
USGS	01104415	2007-08-20	0.02	A	15.8	A	13.1	A	14.6	A	1850	A	1700	A	1800	A
USGS	01104415	2007-08-21	0.02	A	15.4	A	13.1	A	14.5	A	1900	A	1730	A	1800	A
USGS	01104415	2007-08-22	0.02	A	15.4	A	13.1	A	14.4	A	1840	A	1740	A	1800	A
USGS	01104415	2007-08-23	0.02	A	16.8	A	14.9	A	15.8	A	1880	A	1730	A	1800	A
USGS	01104415	2007-08-24	0.02	A	20.1	A	16.4	A	18.3	A	1880	A	1780	A	1830	A
USGS	01104415	2007-08-25	0.02	A	21.7	A	18.1	A	19.9	A	1870	A	1790	A	1830	A
USGS	01104415	2007-08-26	0.02	A	21.0	A	19.1	A	20.0	A	1870	A	1770	A	1830	A
USGS	01104415	2007-08-27	0.02	A	20.2	A	17.6	A	18.9	A	1820	A	1710	A	1780	A
USGS	01104415	2007-08-28	0.02	A	19.5	A	16.0	A	18.1	A	1830	A	1570	A	1740	A
USGS	01104415	2007-08-29	0.02	A	20.5	A	16.7	A	18.8	A	1850	A	1640	A	1770	A
USGS	01104415	2007-08-30	0.02	A	21.3	A	17.6	A	19.6	A	1800	A	1690	A	1750	A
USGS	01104415	2007-08-31	0.02	A	21.1	A	17.8	A	19.6	A	1770	A	1650	A	1720	A
USGS	01104415	2007-09-01	0.02	A	19.5	A	15.8	A	17.8	A	1760	A	1620	A	1700	A
USGS	01104415	2007-09-02	0.02	A	17.6	A	13.2	A	15.9	A	1690	A	1610	A	1670	A
USGS	01104415	2007-09-03	0.02	A	20.2	A	15.1	A	17.9	A	1690	A	1460	A	1610	A
USGS	01104415	2007-09-04	0.02	A	19.4	A	13.3	A	17.1	A						
USGS	01104415	2007-09-05	0.02	A	16.7	A	12.7	A	14.9	A						
USGS	01104415	2007-09-06	0.02	A	18.4	A	13.8	A	16.1	A						
USGS	01104415	2007-09-07	0.02	A	23.7	A	16.9	A	20.3	A						
USGS	01104415	2007-09-08	0.02	A	26.4	A	20.0	A	22.7	A						
USGS	01104415	2007-09-09	0.02	A	21.7	A	15.9	A	19.0	A						
USGS	01104415	2007-09-10	0.02	A	18.0	A	16.0	A	16.8	A						
USGS	01104415	2007-09-11	1.4	A	18.7	A	16.0	A	17.3	A	1640	A	213	A	1020	A
USGS	01104415	2007-09-12	0.10	A	17.6	A	15.8	A	17.0	A	1620	A	689	A	1170	A
USGS	01104415	2007-09-13	0.02	A	16.7	A	14.1	A	15.6	A	1830	A	1550	A	1720	A
USGS	01104415	2007-09-14	0.02	A	17.0	A	13.8	A	15.7	A	1880	A	1580	A	1800	A
USGS	01104415	2007-09-15	0.18	A	17.6	A	14.3	A	16.2	A	1880	A	721	A	1140	A
USGS	01104415	2007-09-16	0.02	A	14.7	A	12.4	A	13.7	A	1780	A	933	A	1410	A
USGS	01104415	2007-09-17	0.02	A	14.1	A	11.3	A	12.8	A	1840	A	1570	A	1760	A
USGS	01104415	2007-09-18	0.02	A	14.2	A	10.6	A	12.5	A	1870	A	1580	A	1800	A
USGS	01104415	2007-09-19	0.02	A	14.6	A	10.1	A	12.9	A	1920	A	1560	A	1800	A
USGS	01104415	2007-09-20	0.02	A	16.9	A	13.6	A	15.3	A	1830	A	1620	A	1790	A
USGS	01104415	2007-09-21	0.02	A	17.7	A	14.7	A	16.2	A	1860	A	1650	A	1800	A
USGS	01104415	2007-09-22	0.02	A	18.3	A	15.7	A	17.0	A	1850	A	1690	A	1800	A
USGS	01104415	2007-09-23	0.02	A	17.9	A	15.5	A	17.0	A	1830	A	1720	A	1800	A
USGS	01104415	2007-09-24	0.02	A	17.6	A	13.4	A	15.9	A	1820	A	1590	A	1760	A
USGS	01104415	2007-09-25	0.02	A	19.1	A	14.9	A	17.2	A	1820	A	1560	A	1730	A
USGS	01104415	2007-09-26	0.02	A	22.3	A	17.4	A	19.8	A	1810	A	1640	A	1770	A
USGS	01104415	2007-09-27	0.02	A	22.8	A	19.1	A	20.9	A						
USGS	01104415	2007-09-28	0.02	A	21.2	A	15.0	A	19.5	A						
USGS	01104415	2007-09-29	0.02	A	18.0	A	11.0	A	15.4	A						
USGS	01104415	2007-09-30	0.02	A	17.7	A	8.7	A	13.1	A						
USGS	01104415	2007-10-01	0.02	A	17.8	A	7.6	A	12.7	A						
USGS	01104415	2007-10-02	0.02	A	18.8	A	5.8	A	12.8	A						
USGS	01104415	2007-10-03	0.02	A	20.1	A	14.3	A	16.7	A						
USGS	01104415	2007-10-04	0.02	A	22.8	A	14.3	A	18.3	A						
USGS	01104415	2007-10-05	0.02	A	22.8	A	12.0	A	17.5	A						
USGS	01104415	2007-10-06	0.02	A	22.7	A	15.7	A	18.7	A						
USGS	01104415	2007-10-07	0.02	A	17.0	A	11.1	A	14.2	A						
USGS	01104415	2007-10-08	0.44	A	14.5	A	10.8	A	13.3	A						
USGS	01104415	2007-10-09	0.02	A	15.3	A	12.4	A	13.6	A	1630	A	469	A	991	A
USGS	01104415	2007-10-10	0.01	A	14.4	A	13.2	A	13.7	A	1770	A	1630	A	1700	A
USGS	01104415	2007-10-11	0.02	A	14.5	A	13.8	A	14.2	A	1830	A	1620	A	1770	A
USGS	01104415	2007-10-12	0.12	A	16.2	A	12.8	A	15.0	A	1840	A	391	A	1090	A
USGS	01104415	2007-10-13	0.02	A	13.3	A	10.4	A	11.8	A	1640	A	875	A	1290	A
USGS	01104415	2007-10-14	0.02	A	13.0	A	9.8	A	11.3	A	1880	A	1640	A	1750	A
USGS	01104415	2007-10-15	0.02	A	12.0	A	8.8	A	10.4	A	1920	A	1770	A	1850	A
USGS	01104415	2007-10-16	0.02	A	12.7	A	9.7	A	11.0	A	1920	A	1770	A	1840	A
USGS	01104415	2007-10-17	0.02	A	12.6	A	8.3	A	10.5	A	1980	A	1710	A	1890	A
USGS	01104415	2007-10-18	0.02	A	14.6	A	11.2	A	12.9	A	1890	A	1800	A	1860	A
USGS	01104415	2007-10-19	0.95	A	19.4	A	13.5	A	15.4	A	1940	A	172	A	1710	A
USGS	01104415	2007-10-20	0.51	A	19.0	A	15.1	A	17.2	A	1100	A	172	A	656	A
USGS	01104415	2007-10-21	0.02	A	16.0	A	13.4	A	14.6	A	1640	A	1100	A	1410	A
USGS	01104415	2007-10-22	0.02	A	16.2	A	13.0	A	14.5	A	1780	A	1640	A	1710	A
USGS	01104415	2007-10-23	0.02	A	17.2	A	14.3	A	15.8	A	1790	A	1650	A	1770	A
USGS	01104415	2007-10-24	0.03	A	16.7	A	13.7	A	15.0	A	1890	A	1760	A	1800	A
USGS	01104415	2007-10-25	0.03	A	13.7	A	10.7	A	12.8	A	1920	A	1780	A	1860	A
USGS	01104415	2007-10-26	0.03	A	12.6	A	9.2	A	11.0	A	1790	A	1660	A	1750	A
USGS	01104415	2007-10-27	0.36	A	15.5	A	11.8	A	13.9	A	1730	A	365	A	1020	A
USGS	01104415	2007-10-28	0.02	A	14.9	A	10.2	A	12.8	A	1500	A	739	A	1130	A
USGS	01104415	2007-10-29	0.02	A	10.7	A	7.9	A	9.0	A	1750	A	1500	A	1630	A
USGS	01104415	2007-10-30	0.02	A	11.8	A	7.7	A	9.3	A	1810	A	1740	A	1760	A
USGS	01104415	2007-10-31	0.02	A	12.2	A	8.4	A	10.4	A	1830	A	1800	A	1810	A
USGS	01104415	2007-11-01	0.02	A	13.5	A	11.1	A	12.1	A	1860	A	1790	A	1820	A
USGS	01104415	2007-11-02	0.02	A	11.9	A	8.8	A	10	A	1910	A	1860	A	1890	A
USGS	01104415	2007-11-03	1.6	A	10.2	A	8.7	A	9.1	A	1900	A	135	A	1270	A
USGS	01104415	2007-11-04	0.17	A	10.3	A	8.0	A	9.2	A	1390	A	429	A	994	A
USGS	01104415	2007-11-05	0.04	A	10.1	A	7.6	A	9.1	A	1730	A	1390	A	1580	A
USGS	01104415	2007-11-06	0.80	A	11.4	A	8.9	A	10.2	A	1840	A	211	A	1100	A
USGS	01104415	2007-11-07	0.09	A	9.7	A	7.3	A	8.6	A	1570	A	845	A	1270	A
USGS	01104415	2007-11-08	0.04	A	7.7	A	5.7	A	6.7	A	1920	A	1570	A	1770	A
USGS	01104415	2007-11-09	0.04	A	7.5	A	5.2	A	6.4	A	2070	A	1920	A	2000	A
USGS	01104415	2007-11-10	0.03	A	6.7	A	5.2	A	6.1	A	2170	A	2070	A	2120	A
USGS	01104415	2007-11-11	0.03	A	6.2	A	4.0	A	5.1	A	2220	A	2170	A	2180	A
USGS	01104415	2007-11-12	0.03	A	6.7	A	3.6	A	5.2	A	2270	A	1880	A	2210	A
USGS	01104415	2007-11-13	0.29	A	9.3	A	6.7	A	8.0	A	2300	A	604	A	1330	A
USGS	01104415	2007-11-14	0.04	A	10.2	A	5.8	A	8.0	A	1690	A	1190	A	1470	A
USGS	01104415	2007-11-15	0.92	A	13.5	A	10.2	A	11.7	A	1880	A	201	A	1370	A
USGS	01104415	2007-11-16	0.71	A	10.9	A	6.5	A	8.7	A	1160	A	319	A	728	A
USGS	01104415	2007-11-17	0.11	A	6.9	A	5.4	A	6.1	A	1730	A	1160	A	1440	A
USGS	01104415	2007-11-18	0.07	A	6.4	A	4.7	A	5.6	A	1980	A	1730	A	1880	A
USGS	01104415	2007-11-19	0.07	A	5.5	A	4.4	A	5.0	A	2080	A	1980	A	2040	A
USGS	01104415	2007-11-20	0.09	A	5.6	A	4.4	A	5.0	A	2210	A	2080	A	2130	A
USGS	01104415	2007-11-21	0.07	A	7.3	A	5.4	A	6.2	A	2210	A	2100	A	2130	A
USGS	01104415	2007-11-22	0.07	A	9.8	A	7.2	A	8.3	A	2180	A	2100	A	2150	A
USGS	01104415	2007-11-23	0.05	A	8.8	A	4.3	A	6.6	A	2230	A	2150	A	2190	A
USGS	01104415	2007-11-24	0.04	A	4.3	A	2.7	A	3.6	A	2270	A	2230	A	2250	A
USGS	01104415	2007-11-25	0.04	A	5.1	A	3.0	A	4.2	A	2280	A	2270	A	2270	A
USGS	01104415	2007-11-26	0.27	A	7.8	A	4.2	A	5.9	A	2350	A	1000	A	1800	A
USGS	01104415	2007-11-27	0.17	A	9.7	A	6.9	A	8.7	A	1410	A	1000	A	1190	A
USGS	01104415	2007-11-28	0.06	A	7.0	A	5.4	A	6.3	A	1860	A	1410	A	1650	A
USGS	01104415	2007-11-29	0.06	A	7.1	A	5.3	A	6.2	A	2110	A	1860	A	2000	A
USGS	01104415	2007-11-30	0.05	A	6.0	A	4.2	A	5.1	A	2200	A	2110	A	2170	A
USGS	01104415	2007-12-01	0.04	A	4.2	A	1.3	A	3.1	A	2280	A	2200	A	2240	A
USGS	01104415	2007-12-02	0.04	A	2.5	A	1.1	A	1.8	A	2370	A	2200	A	2300	A
USGS	01104415	2007-12-03	0.13	A	2.5	A	0.0	A	1.7	A	6940	A	2250	A	3960	A
USGS	01104415	2007-12-04	0.07	A	2.3	A	0.8	A	1.7	A	5460	A	3650	A	4260	A
USGS	01104415	2007-12-05	0.05	A	2.8	A	0.4	A	1.8	A	3810	A	3040	A	3420	A
USGS	01104415	2007-12-06	0.04	A	2.2	A	0.7	A	1.5	A	3040	A	2780	A	2870	A
USGS	01104415	2007-12-07	0.04	A	3.0	A	0.3	A	1.6	A	2800	A	2710	A	2750	A
USGS	01104415	2007-12-08	0.05	A	4.2	A	1.9	A	2.9	A	2740	A	2580	A	2670	A
USGS	01104415	2007-12-09	0.04	A	3.8	A	1.5	A	2.8	A	2810	A	2730	A	2770	A
USGS	01104415	2007-12-10	0.06	A	3.7	A	2.1	A	3.2	A	5740	A	2690	A	3970	A
USGS	01104415	2007-12-11	0.05	A	4.0	A	0.8	A	2.5	A	4640	A	3840	A	4190	A
USGS	01104415	2007-12-12	0.15	A	5.1	A	3.0	A	4.1	A	6460	A	3170	A	4850	A
USGS	01104415	2007-12-13	0.23	A	3.0	A	-0.2	A	1.2	A	3170	A	2780	A	2880	A
USGS	01104415	2007-12-14	0.14	A	2.2	A	-0.2	A	1.0	A	6290	A	2800	A	4740	A
USGS	01104415	2007-12-15	0.06	A	1.4	A	0.6	A	1.1	A	6230	A	3940	A	4640	A
USGS	01104415	2007-12-16	0.86	A	0.9	A	-0.7	A	-0.1	A	16600	A	3660	A	6930	A
USGS	01104415	2007-12-17	0.26	A	0.5	A	-0.3	A	0.1	A	9260	A	5010	A	6930	A
USGS	01104415	2007-12-18	0.12	A	1.3	A	-0.2	A	0.5	A	5150	A	3700	A	4280	A
USGS	01104415	2007-12-19	0.13	A	2.4	A	0.3	A	1.4	A	4850	A	3220	A	3530	A
USGS	01104415	2007-12-20	0.26	A	1.7	A	0.5	A	1.2	A	18300	A	4670	A	11000	A
USGS	01104415	2007-12-21	0.15	A	1.9	A	1.5	A	1.7	A	15000	A	7270	A	11300	A
USGS	01104415	2007-12-22	0.14	A	3.5	A	1.9	A	2.7	A	7270	A	4680	A	5500	A
USGS	01104415	2007-12-23	0.59	A	4.4	A	2.1	A	3.6	A	11500	A	3980	A	4560	A
USGS	01104415	2007-12-24	2.0	A	3.5	A	1.6	A	2.6	A	5950	A	2670	A	2860	A
USGS	01104415	2007-12-25	0.58	A	4.1	A	2.3	A	3.1	A	2680	A	2480	A	2550	A
USGS	01104415	2007-12-26	0.44	A	3.8	A	1.4	A	2.8	A	2550	A	2450	A	2520	A
USGS	01104415	2007-12-27	1.2	A	3.5	A	2.9	A	3.2	A	3890	A	2060	A	2580	A
USGS	01104415	2007-12-28	0.71	A	5.0	A	3.2	A	4.0	A	2620	A	2390	A	2500	A
USGS	01104415	2007-12-29	1.1	A	4.5	A	3.6	A	4.2	A	3960	A	1990	A	2380	A
USGS	01104415	2007-12-30	0.70	A	4.6	A	2.7	A	3.7	A	3450	A	2030	A	2170	A
USGS	01104415	2007-12-31	1.0	A	3.8	A	1.8	A	3.1	A	12100	A	3120	A	7920	A
USGS	01104415	2008-01-01	0.85	A	3.2	A	1.8	A	2.6	A	12400	A	3210	A	5480	A
USGS	01104415	2008-01-02	0.66	A	3.8	A	0.4	A	2.7	A	6900	A	3450	A	4370	A
USGS	01104415	2008-01-03	0.46	A	0.8	A	0.0	A	0.2	A	3880	A	3180	A	3480	A
USGS	01104415	2008-01-04	0.40	A	1.4	A	0.0	A	0.7	A	3370	A	2930	A	3150	A
USGS	01104415	2008-01-05	0.37	A	2.8	A	1.0	A	1.9	A	2930	A	2700	A	2830	A
USGS	01104415	2008-01-06	0.32	A	3.8	A	2.5	A	3.2	A	2740	A	2680	A	2710	A
USGS	01104415	2008-01-07	0.49	A	4.8	A	3.4	A	3.9	A	2830	A	2530	A	2650	A
USGS	01104415	2008-01-08	1.0	A	5.9	A	3.7	A	4.4	A	2810	A	1750	A	2290	A
USGS	01104415	2008-01-09	1.7	A	5.7	A	3.9	A	4.7	A	1890	A	1310	A	1610	A
USGS	01104415	2008-01-10	0.95	A	5.6	A	3.7	A	4.5	A	1910	A	1470	A	1770	A
USGS	01104415	2008-01-11	5.0	A	4.7	A	2.9	A	3.9	A	2920	A	505	A	1270	A
USGS	01104415	2008-01-12	1.5	A	5.9	A	3.8	A	4.7	A	1470	A	1060	A	1330	A
USGS	01104415	2008-01-13	1.0	A	5.5	A	3.4	A	4.5	A	1620	A	1470	A	1570	A
USGS	01104415	2008-01-14	1.0	A	4.7	A	2.0	A	3.5	A	6970	A	1620	A	3210	A
USGS	01104415	2008-01-15	0.88	A	4.0	A	3.1	A	3.5	A	3720	A	2310	A	2750	A
USGS	01104415	2008-01-16	0.72	A	3.2	A	2.0	A	2.6	A	2420	A	2030	A	2110	A
USGS	01104415	2008-01-17	0.65	A	3.4	A	0.9	A	2.3	A	2090	A	2010	A	2060	A
USGS	01104415	2008-01-18	2.0	A	3.5	A	2.4	A	3.0	A	14200	A	2000	A	4210	A
USGS	01104415	2008-01-19	1.0	A	4.1	A	2.3	A	3.2	A	2100	A	1960	A	2020	A
USGS	01104415	2008-01-20	0.79	A	3.6	A	0.9	A	2.6	A	2090	A	1950	A	2020	A
USGS	01104415	2008-01-21	0.61	A	1.7	A	0.4	A	0.9	A	2160	A	2080	A	2130	A
USGS	01104415	2008-01-22	0.61	A	3.1	A	0.4	A	1.9	A	2160	A	2100	A	2140	A
USGS	01104415	2008-01-23	0.59	A	3.8	A	2.3	A	2.9	A	2160	A	2050	A	2100	A
USGS	01104415	2008-01-24	0.52	A	3.4	A	1.6	A	2.4	A	2190	A	2110	A	2130	A
USGS	01104415	2008-01-25	0.46	A	2.0	A	0.4	A	1.2	A	2230	A	2180	A	2200	A
USGS	01104415	2008-01-26	0.41	A	2.6	A	0.5	A	1.5	A	2260	A	2200	A	2230	A
USGS	01104415	2008-01-27	0.43	A	2.1	A	1.2	A	1.7	A	4780	A	2170	A	2930	A
USGS	01104415	2008-01-28	0.41	A	3.0	A	0.5	A	1.7	A	4310	A	3020	A	3430	A
USGS	01104415	2008-01-29	0.37	A	3.8	A	0.6	A	2.4	A	3510	A	2610	A	2920	A
USGS	01104415	2008-01-30	0.62	A	4.9	A	2.3	A	3.8	A	4240	A	2560	A	3330	A
USGS	01104415	2008-01-31	0.40	A	3.4	A	1.1	A	2.2	A	3260	A	2410	A	2590	A
USGS	01104415	2008-02-01	3.7	A	2.5	A	0.5	A	1.4	A	4780	A	773	A	1980	A
USGS	01104415	2008-02-02	2.6	A	4.4	A	1.4	A	2.8	A	1180	A	518	A	918	A
USGS	01104415	2008-02-03	0.95	A	5.1	A	3.1	A	3.8	A	1340	A	1180	A	1290	A
USGS	01104415	2008-02-04	0.77	A	4.5	A	2.5	A	3.6	A	1420	A	1330	A	1380	A
USGS	01104415	2008-02-05	2.0	A	4.0	A	3.0	A	3.5	A	1740	A	644	A	1110	A
USGS	01104415	2008-02-06	4.5	A	4.3	A	2.0	A	3.6	A	1300	A	466	A	834	A
USGS	01104415	2008-02-07	6.5	A	3.3	A	1.0	A	2.5	A	4840	A	311	A	2280	A
USGS	01104415	2008-02-08	1.8	A	3.6	A	3.0	A	3.3	A	2470	A	1220	A	1620	A
USGS	01104415	2008-02-09	1.5	A	5.0	A	2.2	A	3.5	A	4930	A	1320	A	1790	A
USGS	01104415	2008-02-10	1.6	A	4.7	A	1.2	A	3.6	A	6860	A	3000	A	4660	A
USGS	01104415	2008-02-11	1.1	A	2.3	A	0.0	A	1.0	A	3120	A	1820	A	2120	A
USGS	01104415	2008-02-12	0.92	A	2.8	A	0.3	A	1.6	A	1820	A	1630	A	1720	A
USGS	01104415	2008-02-13	10	A	2.4	A	0.0	A	0.9	A	13500	A	783	A	3910	A
USGS	01104415	2008-02-14	3.2	A	4.0	A	1.5	A	2.6	A	1230	A	916	A	1130	A
