# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:13:06 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104405 HOBBS BROOK AT MILL ST NR LINCOLN, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104405
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00003	03_00010_00003_cd	04_00095_00003	04_00095_00003_cd
USGS	01104405	2012-12-29	5.6	A	0.9	A	280	A
USGS	01104405	2012-12-30	4.1	A	0.5	A	407	A
USGS	01104405	2012-12-31	3.5	A	0.6	A	298	A
USGS	01104405	2013-01-01	3.3	A	1.2	A	289	A
USGS	01104405	2013-01-02	2.5	A	0.2	A	301	A
USGS	01104405	2013-01-03	2.0	A	0.1	A	322	A
USGS	01104405	2013-01-04	1.8	A	0.4	A	319	A
USGS	01104405	2013-01-05	2.0	A	0.9	A	300	A
USGS	01104405	2013-01-06	2.1	A	1.3	A	294	A
USGS	01104405	2013-01-07	2.1	A	1.2	A	293	A
USGS	01104405	2013-01-08	2.0	A	1.2	A	300	A
USGS	01104405	2013-01-09	2.2	A	1.7	A	296	A
USGS	01104405	2013-01-10	2.7	A	2.0	A	287	A
USGS	01104405	2013-01-11	2.6	A	1.7	A	295	A
USGS	01104405	2013-01-12	3.7	A	2.4	A	337	A
USGS	01104405	2013-01-13	4.5	A	3.0	A	272	A
USGS	01104405	2013-01-14	5.2	A	4.7	A	254	A
USGS	01104405	2013-01-15	3.7	A	3.4	A	263	A
USGS	01104405	2013-01-16	2.9	A	1.8	A	620	A
USGS	01104405	2013-01-17	3.3	A	2.1	A	375	A
USGS	01104405	2013-01-18	2.5	A	0.6	A	322	A
USGS	01104405	2013-01-19	2.5	A	1.4	A	339	A
USGS	01104405	2013-01-20	3.3	A	2.3	A	299	A
USGS	01104405	2013-01-21	2.4	A	0.6	A	307	A
USGS	01104405	2013-01-22	2.0	A	0.3	A	331	A
USGS	01104405	2013-01-23	1.5	A	0.1	A	371	A
USGS	01104405	2013-01-24	1.1	A	0.1	A	396	A
USGS	01104405	2013-01-25	1.1	A	0.1	A	377	A
USGS	01104405	2013-01-26	0.92	A	0.1	A	347	A
USGS	01104405	2013-01-27	0.82	A	0.1	A	341	A
USGS	01104405	2013-01-28	0.83	A	0.2	A	336	A
USGS	01104405	2013-01-29	0.92	A	0.2	A	652	A
USGS	01104405	2013-01-30	1.9	A	0.6	A	523	A
USGS	01104405	2013-01-31	7.7	A	1.9	A	307	A
USGS	01104405	2013-02-01	4.4	A	0.4	A	276	A
USGS	01104405	2013-02-02	3.8	A	0.3	A	307	A
USGS	01104405	2013-02-03	2.5	A	0.6	A	321	A
USGS	01104405	2013-02-04	2.4	A	0.3	A	321	A
USGS	01104405	2013-02-05	2.4	A	0.5	A	326	A
USGS	01104405	2013-02-06	2.1	A	1.1	A	325	A
USGS	01104405	2013-02-07	1.9	A	0.4	A	328	A
USGS	01104405	2013-02-08	1.6	A	0.3	A	607	A
USGS	01104405	2013-02-09	4.6	A	0.1	A	511	A
USGS	01104405	2013-02-10	4.5	A	0.1	A	380	A
USGS	01104405	2013-02-11	3.8	A	0.1	A	605	A
USGS	01104405	2013-02-12	2.8	A	0.1	A	523	A
USGS	01104405	2013-02-13	2.7	A	0.2	A	475	A
USGS	01104405	2013-02-14	2.5	A	0.8	A	431	A
USGS	01104405	2013-02-15	2.9	A	1.6	A	419	A
USGS	01104405	2013-02-16	3.1	A	1.8	A	434	A
USGS	01104405	2013-02-17	2.7	A	0.2	A	1070	A
USGS	01104405	2013-02-18	2.6	A	0.1	A	553	A
USGS	01104405	2013-02-19	2.6	A	0.7	A	505	A
USGS	01104405	2013-02-20	3.8	A	1.2	A	569	A
USGS	01104405	2013-02-21	3.3	A	0.8	A	393	A
USGS	01104405	2013-02-22	3.3	A	1.3	A	364	A
USGS	01104405	2013-02-23	2.9	A	1.7	A	384	A
USGS	01104405	2013-02-24	4.2	A	1.2	A	973	A
USGS	01104405	2013-02-25	4.6	A	1.7	A	719	A
USGS	01104405	2013-02-26	4.5	A	1.8	A	407	A
USGS	01104405	2013-02-27	13	A	1.1	A	422	A
USGS	01104405	2013-02-28	19	A:e	0.8	A	289	A
USGS	01104405	2013-03-01	13	A:e	1.1	A	278	A
USGS	01104405	2013-03-02	10	A:e	1.6	A	291	A
USGS	01104405	2013-03-03	9.1	A:e	2.0	A	293	A
USGS	01104405	2013-03-04	7.9	A:e	1.8	A	289	A
USGS	01104405	2013-03-05	7.4	A:e	2.2	A	291	A
USGS	01104405	2013-03-06	7.9	A:e	2.1	A	291	A
USGS	01104405	2013-03-07	7.0	A:e	1.4	A	352	A
USGS	01104405	2013-03-08	4.5	A:e	0.1	A	918	A
USGS	01104405	2013-03-09	6.2	A:e	1.1	A	551	A
USGS	01104405	2013-03-10	6.5	A:e	1.7	A	409	A
USGS	01104405	2013-03-11	7.9	A:e	3.0	A	364	A
USGS	01104405	2013-03-12	12	A:e	3.3	A	339	A
USGS	01104405	2013-03-13	18	A:e	3.6	A	299	A
USGS	01104405	2013-03-14	9.1	A:e	2.4	A	304	A
USGS	01104405	2013-03-15	6.1	A:e	1.6	A	332	A
USGS	01104405	2013-03-16	5.9	A:e	2.5	A	332	A
USGS	01104405	2013-03-17	5.4	A:e	2.6	A	338	A
USGS	01104405	2013-03-18	4.6	A:e	2.0	A	348	A
USGS	01104405	2013-03-19	3.8	A:e	0.2	A	672	A
USGS	01104405	2013-03-20	5.8	A:e	0.9	A	584	A
USGS	01104405	2013-03-21	5.5	A:e	1.3	A	383	A
USGS	01104405	2013-03-22	5.4	A:e	2.1	A	369	A
USGS	01104405	2013-03-23	5.1	A:e	2.1	A	380	A
USGS	01104405	2013-03-24	5.9	A:e	3.1	A	383	A
USGS	01104405	2013-03-25	6.5	A:e	3.3	A	365	A
USGS	01104405	2013-03-26	7.8	A:e	4.5	A	351	A
USGS	01104405	2013-03-27	7.4	A:e	4.6	A	336	A
USGS	01104405	2013-03-28	6.7	A:e	5.3	A	327	A
USGS	01104405	2013-03-29	6.1	A:e	5.8	A	327	A
USGS	01104405	2013-03-30	6.2	A:e	7.4	A	326	A
USGS	01104405	2013-03-31	5.2	A:e	6.8	A	330	A
USGS	01104405	2013-04-01	6.3	A:e	8.8	A	355	A
USGS	01104405	2013-04-02	3.9	A:e	5.2	A	336	A
USGS	01104405	2013-04-03	3.3	A:e	5.0	A	342	A
USGS	01104405	2013-04-04	3.3	A:e	6.1	A	344	A
USGS	01104405	2013-04-05	3.5	A:e	7.4	A	345	A
USGS	01104405	2013-04-06	2.9	A:e	6.7	A	345	A
USGS	01104405	2013-04-07	2.5	A:e	6.4	A	347	A
USGS	01104405	2013-04-08	3.6	A:e	9.6	A	331	A
USGS	01104405	2013-04-09	4.3	A:e	11.7	A	341	A
USGS	01104405	2013-04-10	4.1	A:e	11.4	A	348	A
USGS	01104405	2013-04-11	4.0	A:e	10.2	A	358	A
USGS	01104405	2013-04-12	3.5	A:e	6.9	A	350	A
USGS	01104405	2013-04-13	4.1	A:e	7.5	A	330	A
USGS	01104405	2013-04-14	3.1	A:e	8.1	A	329	A
USGS	01104405	2013-04-15	2.4	A:e	8.3	A	342	A
USGS	01104405	2013-04-16	2.7	A:e	10.5	A	345	A
USGS	01104405	2013-04-17	3.2	A:e	13.1	A	349	A
USGS	01104405	2013-04-18	2.1	A:e	11.3	A	351	A
USGS	01104405	2013-04-19	2.6	A	13.5	A	347	A
USGS	01104405	2013-04-20	4.9	A	13.3	A	353	A
USGS	01104405	2013-04-21	3.6	A	10.3	A	328	A
USGS	01104405	2013-04-22	3.1	A	9.8	A	344	A
USGS	01104405	2013-04-23	2.9	A	7.6	A	352	A
USGS	01104405	2013-04-24	2.9	A	11.6	A	342	A
USGS	01104405	2013-04-25	2.6	A	13.5	A	341	A
USGS	01104405	2013-04-26	2.4	A	11.8	A	346	A
USGS	01104405	2013-04-27	2.2	A	11.8	A	348	A
USGS	01104405	2013-04-28	2.1	A	12.7	A	346	A
USGS	01104405	2013-04-29	2.1	A	13.7	A	344	A
USGS	01104405	2013-04-30	1.9	A	13.8	A	346	A
USGS	01104405	2013-05-01	1.8	A	13.3	A	348	A
USGS	01104405	2013-05-02	1.8	A	13.8	A	349	A
USGS	01104405	2013-05-03	1.7	A	13.1	A	351	A
USGS	01104405	2013-05-04	1.6	A	12.7	A	353	A
USGS	01104405	2013-05-05	1.5	A	12.1	A	352	A
USGS	01104405	2013-05-06	1.5	A	12.9	A	350	A
USGS	01104405	2013-05-07	1.5	A	15.3	A	347	A
USGS	01104405	2013-05-08	1.4	A	15.7	A	352	A
USGS	01104405	2013-05-09	3.0	A	15.1	A	371	A
USGS	01104405	2013-05-10	3.5	A	16.9	A	332	A
USGS	01104405	2013-05-11	2.4	A	16.0	A	338	A
USGS	01104405	2013-05-12	2.4	A	15.6	A	355	A
USGS	01104405	2013-05-13	1.9	A	12.7	A	355	A
USGS	01104405	2013-05-14	1.6	A	11.2	A	358	A
USGS	01104405	2013-05-15	1.5	A	11.3	A	361	A
USGS	01104405	2013-05-16	1.4	A	14.4	A	360	A
USGS	01104405	2013-05-17	1.3	A	14.5	A	364	A
USGS	01104405	2013-05-18	2.7	A	13.5	A	371	A
USGS	01104405	2013-05-19	4.8	A	13.6	A	375	A
USGS	01104405	2013-05-20	5.2	A	15.7	A	376	A
USGS	01104405	2013-05-21	4.6	A	16.5	A	369	A
USGS	01104405	2013-05-22	5.5	A	13.8	A	380	A
USGS	01104405	2013-05-23	5.2	A	14.6	A	356	A
USGS	01104405	2013-05-24	7.5	A	15.7	A	357	A
USGS	01104405	2013-05-25	10	A	12.3	A	344	A
USGS	01104405	2013-05-26	8.4	A	10.8	A	348	A
USGS	01104405	2013-05-27	6.3	A	12.3	A	352	A
USGS	01104405	2013-05-28	5.3	A	13.0	A	361	A
USGS	01104405	2013-05-29	7.1	A	13.8	A	368	A
USGS	01104405	2013-05-30	8.5	A	16.6	A	320	A
USGS	01104405	2013-05-31	3.8	A	18.5	A	339	A
USGS	01104405	2013-06-01	2.4	A	19.8	A	351	A
USGS	01104405	2013-06-02	1.8	A	20.5	A	364	A
USGS	01104405	2013-06-03	2.3	A	18.5	A	386	A
USGS	01104405	2013-06-04	1.9	A	15.9	A	378	A
USGS	01104405	2013-06-05	1.3	A	15.3	A	383	A
USGS	01104405	2013-06-06	1.1	A	15.5	A	392	A
USGS	01104405	2013-06-07	6.0	A	14.2	A	352	A
USGS	01104405	2013-06-08	31	A	14.7	A	207	A
USGS	01104405	2013-06-09	8.9	A	16.2	A	233	A
USGS	01104405	2013-06-10	4.8	A	15.5	A	271	A
USGS	01104405	2013-06-11	16	A	14.9	A	234	A
USGS	01104405	2013-06-12	13	A	15.2	A	227	A
USGS	01104405	2013-06-13	7.7	A	14.3	A	252	A
USGS	01104405	2013-06-14	26	A	14.0	A	201	A
USGS	01104405	2013-06-15	12	A	15.3	A	216	A
USGS	01104405	2013-06-16	6.5	A	15.2	A	254	A
USGS	01104405	2013-06-17	7.1	A	16.5	A	260	A
USGS	01104405	2013-06-18	9.5	A	16.1	A	243	A
USGS	01104405	2013-06-19	8.0	A	16.0	A	250	A
USGS	01104405	2013-06-20	5.1	A	15.8	A	266	A
USGS	01104405	2013-06-21	4.0	A	16.9	A	285	A
USGS	01104405	2013-06-22	3.4	A	17.7	A	297	A
USGS	01104405	2013-06-23	2.9	A	18.8	A	307	A
USGS	01104405	2013-06-24	2.5	A	20.2	A	317	A
USGS	01104405	2013-06-25	2.2	A	20.5	A	324	A
USGS	01104405	2013-06-26	2.5	A	20.0	A	328	A
USGS	01104405	2013-06-27	2.7	A	18.4	A	311	A
USGS	01104405	2013-06-28	4.3	A	18.3	A	288	A
USGS	01104405	2013-06-29	3.0	A	19.6	A	293	A
USGS	01104405	2013-06-30	2.3	A	19.9	A	309	A
USGS	01104405	2013-07-01	3.0	A	19.9	A	309	A
USGS	01104405	2013-07-02	3.4	A	20.1	A	293	A
USGS	01104405	2013-07-03	2.5	A	19.5	A	309	A
USGS	01104405	2013-07-04	1.9	A	21.2	A	322	A
USGS	01104405	2013-07-05	1.5	A	22.0	A	338	A
USGS	01104405	2013-07-06	1.2	A	22.0	A	350	A
USGS	01104405	2013-07-07	1.1	A	21.0	A	361	A
USGS	01104405	2013-07-08	1.0	A	20.7	A	363	A
USGS	01104405	2013-07-09	1.0	A	18.8	A	363	A
USGS	01104405	2013-07-10	1.0	A	19.2	A	363	A
USGS	01104405	2013-07-11	1.1	A	19.9	A	361	A
USGS	01104405	2013-07-12	0.93	A	19.2	A	356	A
USGS	01104405	2013-07-13	0.85	A	18.5	A	358	A
USGS	01104405	2013-07-14	0.79	A	20.0	A	360	A
USGS	01104405	2013-07-15	0.66	A	20.7	A	359	A
USGS	01104405	2013-07-16	0.53	A	21.2	A	355	A
USGS	01104405	2013-07-17	0.41	A	21.9	A	349	A
USGS	01104405	2013-07-18	0.34	A	22.8	A	343	A
USGS	01104405	2013-07-19	0.30	A	23.2	A	336	A
USGS	01104405	2013-07-20	0.26	A	23.7	A	333	A
USGS	01104405	2013-07-21	0.22	A	22.0	A	330	A
USGS	01104405	2013-07-22	0.20	A	21.0	A	326	A
USGS	01104405	2013-07-23	1.3	A	20.9	A	324	A
USGS	01104405	2013-07-24	1.4	A	21.6	A	331	A
USGS	01104405	2013-07-25	2.1	A	17.7	A	339	A
USGS	01104405	2013-07-26	5.2	A	17.6	A	292	A
USGS	01104405	2013-07-27	2.6	A	18.9	A	322	A
USGS	01104405	2013-07-28	1.4	A	19.5	A	359	A
USGS	01104405	2013-07-29	1.4	A	19.8	A	368	A
USGS	01104405	2013-07-30	1.7	A	19.6	A	343	A
USGS	01104405	2013-07-31	0.95	A	18.9	A	378	A
USGS	01104405	2013-08-01	0.67	A	18.9	A	401	A
USGS	01104405	2013-08-02	2.3	A	19.3	A	337	A
USGS	01104405	2013-08-03	1.4	A	19.1	A	347	A
USGS	01104405	2013-08-04	0.84	A	18.3	A	387	A
USGS	01104405	2013-08-05	0.53	A	17.0	A	408	A
USGS	01104405	2013-08-06	0.35	A	16.1	A	415	A
USGS	01104405	2013-08-07	0.27	A	17.1	A	411	A
USGS	01104405	2013-08-08	0.24	A	18.1	A	404	A
USGS	01104405	2013-08-09	2.4	A	19.2	A	337	A
USGS	01104405	2013-08-10	2.9	A	20.0	A	300	A
USGS	01104405	2013-08-11	1.2	A	18.0	A	363	A
USGS	01104405	2013-08-12	0.73	A	18.3	A	400	A
USGS	01104405	2013-08-13	0.55	A	18.0	A	411	A
USGS	01104405	2013-08-14	0.45	A	17.6	A	413	A
USGS	01104405	2013-08-15	0.29	A	16.6	A	422	A
USGS	01104405	2013-08-16	0.21	A	16.7	A	416	A
USGS	01104405	2013-08-17	0.17	A	17.0	A	412	A
USGS	01104405	2013-08-18	0.17	A	17.2	A	404	A
USGS	01104405	2013-08-19	0.16	A	17.7	A	396	A
USGS	01104405	2013-08-20	0.12	A	18.8	A	390	A
USGS	01104405	2013-08-21	0.09	A	19.2	A	391	A
USGS	01104405	2013-08-22	0.07	A	19.8	A	387	A
USGS	01104405	2013-08-23	0.06	A	20.1	A	383	A
USGS	01104405	2013-08-24	0.05	A	17.5	A	381	A
USGS	01104405	2013-08-25	0.04	A	16.5	A	381	A
USGS	01104405	2013-08-26	0.03	A	18.1	A	378	A
USGS	01104405	2013-08-27	0.04	A	19.5	A	377	A
USGS	01104405	2013-08-28	0.03	A	19.4	A	372	A
USGS	01104405	2013-08-29	0.03	A	18.5	A	374	A
USGS	01104405	2013-08-30	0.04	A	18.4	A	379	A
USGS	01104405	2013-08-31	0.03	A	19.5	A	373	A
USGS	01104405	2013-09-01	0.56	A	20.1	A	339	A
USGS	01104405	2013-09-02	0.40	A	20.3	A	366	A
USGS	01104405	2013-09-03	0.18	A	20.3	A	394	A
USGS	01104405	2013-09-04	0.11	A	18.5	A	416	A
USGS	01104405	2013-09-05	0.08	A	17.3	A	422	A
USGS	01104405	2013-09-06	0.06	A	14.2	A	423	A
USGS	01104405	2013-09-07	0.04	A	14.6	A	420	A
USGS	01104405	2013-09-08	0.03	A	16.5	A	412	A
USGS	01104405	2013-09-09	0.02	A	13.4	A	413	A
USGS	01104405	2013-09-10	0.03	A	15.1	A	409	A
USGS	01104405	2013-09-11	0.04	A	18.7	A	402	A
USGS	01104405	2013-09-12	0.05	A	21.0	A	387	A
USGS	01104405	2013-09-13	1.4	A	19.8	A	317	A
USGS	01104405	2013-09-14	0.40	A	16.7	A	406	A
USGS	01104405	2013-09-15	0.16	A	14.5	A	459	A
USGS	01104405	2013-09-16	0.12	A	14.3	A	475	A
USGS	01104405	2013-09-17	0.09	A	12.1	A	478	A
USGS	01104405	2013-09-18	0.07	A	11.9	A	476	A
USGS	01104405	2013-09-19	0.05	A	13.3	A	465	A
USGS	01104405	2013-09-20	0.04	A	14.2	A	460	A
USGS	01104405	2013-09-21	0.03	A	15.4	A	450	A
USGS	01104405	2013-09-22	0.65	A	17.0	A	355	A
USGS	01104405	2013-09-23	0.24	A	13.3	A	407	A
USGS	01104405	2013-09-24	0.10	A	11.9	A	461	A
USGS	01104405	2013-09-25	0.06	A	12.2	A	479	A
USGS	01104405	2013-09-26	0.04	A	13.2	A	479	A
USGS	01104405	2013-09-27	0.03	A	13.4	A	478	A
USGS	01104405	2013-09-28	0.03	A	12.8	A	475	A
USGS	01104405	2013-09-29	0.02	A	12.6	A	467	A
USGS	01104405	2013-09-30	0.01	A	12.6	A	462	A
USGS	01104405	2013-10-01	0.01	A	12.2	A	458	A
USGS	01104405	2013-10-02	0.01	A	13.8	A	448	A
USGS	01104405	2013-10-03	0.01	A	14.3	A	445	A
USGS	01104405	2013-10-04	0.01	A	13.5	A	442	A
USGS	01104405	2013-10-05	0.01	A	14.9	A	452	A
USGS	01104405	2013-10-06	0.04	A	14.3	A	446	A
USGS	01104405	2013-10-07	0.07	A	15.3	A	423	A
USGS	01104405	2013-10-08	0.06	A	14.7	A	437	A
USGS	01104405	2013-10-09	0.03	A	11.4	A	464	A
USGS	01104405	2013-10-10	0.03	A	10.8	A	477	A
USGS	01104405	2013-10-11	0.03	A	12.2	A	484	A
USGS	01104405	2013-10-12	0.02	A	11.5	A	484	A
USGS	01104405	2013-10-13	0.03	A	11.4	A	485	A
USGS	01104405	2013-10-14	0.03	A	9.6	A	485	A
USGS	01104405	2013-10-15	0.03	A	11.6	A	478	A
USGS	01104405	2013-10-16	0.03	A	12.1	A	475	A
USGS	01104405	2013-10-17	0.03	A	13.0	A	476	A
USGS	01104405	2013-10-18	0.04	A	14.1	A	473	A
USGS	01104405	2013-10-19	0.03	A	11.3	A	477	A
USGS	01104405	2013-10-20	0.03	A	11.6	A	480	A
USGS	01104405	2013-10-21	0.03	A	9.3	A	482	A
USGS	01104405	2013-10-22	0.04	A	10.3	A	482	A
USGS	01104405	2013-10-23	0.04	A	8.6	A	496	A
USGS	01104405	2013-10-24	0.04	A	7.7	A	494	A
USGS	01104405	2013-10-25	0.04	A	5.8	A	495	A
USGS	01104405	2013-10-26	0.04	A	5.4	A	492	A
USGS	01104405	2013-10-27	0.05	A	7.4	A	482	A
USGS	01104405	2013-10-28	0.05	A	6.4	A	479	A
USGS	01104405	2013-10-29	0.05	A	5.0	A	476	A
USGS	01104405	2013-10-30	0.06	A	4.7	A	471	A
USGS	01104405	2013-10-31	0.08	A	5.8	A	462	A
USGS	01104405	2013-11-01	0.16	A	11.9	A	462	A
USGS	01104405	2013-11-02	0.13	A	11.3	A	463	A
USGS	01104405	2013-11-03	0.11	A	8.6	A	464	A
USGS	01104405	2013-11-04	0.10	A	4.1	A	472	A
USGS	01104405	2013-11-05	0.10	A	3.3	A	474	A
USGS	01104405	2013-11-06	0.12	A	6.2	A	462	A
USGS	01104405	2013-11-07	0.17	A	9.4	A	450	A
USGS	01104405	2013-11-08	0.21	A	6.4	A	454	A
USGS	01104405	2013-11-09	0.18	A	4.5	A	456	A
USGS	01104405	2013-11-10	0.21	A	6.2	A	451	A
USGS	01104405	2013-11-11	0.22	A	5.7	A	459	A
USGS	01104405	2013-11-12	0.29	A	5.1	A	452	A
USGS	01104405	2013-11-13	0.25	A	1.6	A	449	A
USGS	01104405	2013-11-14	0.23	A	2.1	A	462	A
USGS	01104405	2013-11-15	0.23	A	3.5	A	470	A
USGS	01104405	2013-11-16	0.23	A	5.2	A	470	A
USGS	01104405	2013-11-17	0.22	A	5.3	A	471	A
USGS	01104405	2013-11-18	0.43	A	9.4	A	432	A
USGS	01104405	2013-11-19	0.32	A	6.0	A	437	A
USGS	01104405	2013-11-20	0.26	A	2.3	A	476	A
USGS	01104405	2013-11-21	0.23	A	1.4	A	485	A
USGS	01104405	2013-11-22	0.33	A	4.3	A	463	A
USGS	01104405	2013-11-23	0.38	A	4.9	A	441	A
USGS	01104405	2013-11-24	0.29	A	0.8	A	476	A
USGS	01104405	2013-11-25	0.22	A	0.2	A	555	A
USGS	01104405	2013-11-26	0.26	A	0.2	A	516	A
USGS	01104405	2013-11-27	4.9	A	5.3	A	337	A
USGS	01104405	2013-11-28	4.0	A	3.5	A	338	A
USGS	01104405	2013-11-29	2.1	A	1.2	A	391	A
USGS	01104405	2013-11-30	1.3	A	0.3	A	447	A
USGS	01104405	2013-12-01	1.2	A	2.2	A	471	A
USGS	01104405	2013-12-02	1.4	A	3.8	A	453	A
USGS	01104405	2013-12-03	1.2	A	4.2	A	412	A
USGS	01104405	2013-12-04	1.0	A	2.9	A	415	A
USGS	01104405	2013-12-05	0.91	A	3.9	A	418	A
USGS	01104405	2013-12-06	0.95	A	6.6	A	413	A
USGS	01104405	2013-12-07	2.2	A	3.7	A	616	A
USGS	01104405	2013-12-08	1.6	A	1.7	A	478	A
USGS	01104405	2013-12-09	1.4	A	1.2	A	1710	A
USGS	01104405	2013-12-10	1.6	A	2.1	A	1120	A
USGS	01104405	2013-12-11	1.0	A:e	0.4	A	614	A
USGS	01104405	2013-12-12	0.67	A:e	0.1	A	554	A
USGS	01104405	2013-12-13	0.61	A:e	0.1	A	561	A
USGS	01104405	2013-12-14	0.49	A:e	0.1	A	545	A
USGS	01104405	2013-12-15	0.73	A:e	0.1	A	743	A
USGS	01104405	2013-12-16	0.91	A:e	0.1	A	800	A
USGS	01104405	2013-12-17	0.80	A:e	0.1	A	553	A
USGS	01104405	2013-12-18	0.76	A:e	0.1	A	559	A
USGS	01104405	2013-12-19	0.74	A:e	0.1	A	481	A
USGS	01104405	2013-12-20	1.1	A:e	0.1	A	477	A
USGS	01104405	2013-12-21	1.9	A	0.2	A	583	A
USGS	01104405	2013-12-22	2.2	A	1.4	A	598	A
USGS	01104405	2013-12-23	4.0	A	1.7	A	692	A
USGS	01104405	2013-12-24	5.2	A	1.4	A	474	A
USGS	01104405	2013-12-25	3.3	A:e	0.1	A	412	A
USGS	01104405	2013-12-26	2.3	A	0.3	A	432	A
USGS	01104405	2013-12-27	1.9	A	0.4	A	438	A
USGS	01104405	2013-12-28	1.7	A	1.0	A	426	A
USGS	01104405	2013-12-29	3.6	A	1.4	A	449	A
USGS	01104405	2013-12-30	7.9	A	0.9	A	311	A
USGS	01104405	2013-12-31	4.2	A:e	0.1	A	350	A
USGS	01104405	2014-01-01	2.7	A	0.1	A	405	A
USGS	01104405	2014-01-02	2.0	A	0.0	A	499	A
USGS	01104405	2014-01-03	3.1	A	0.1	A	483	A
USGS	01104405	2014-01-04	5.0	A	0.1	A	439	A
USGS	01104405	2014-01-05	3.7	A	0.1	A	432	A
USGS	01104405	2014-01-06	7.0	A	0.1	A	910	A
USGS	01104405	2014-01-07	5.6	A	0.0	A	499	A
USGS	01104405	2014-01-08	3.2	A	0.1	A	498	A
USGS	01104405	2014-01-09	2.3	A	0.1	A	501	A
USGS	01104405	2014-01-10	1.8	A	0.1	A	489	A
USGS	01104405	2014-01-11	5.7	A	0.2	A	503	A
USGS	01104405	2014-01-12	11	A	0.8	A	312	A
USGS	01104405	2014-01-13	5.3	A	1.4	A	332	A
USGS	01104405	2014-01-14	7.9	A	1.9	A	329	A
USGS	01104405	2014-01-15	8.8	A	1.2	A	306	A
USGS	01104405	2014-01-16	5.2	A	1.6	A	331	A
USGS	01104405	2014-01-17	4.3	A	2.1	A	351	A
USGS	01104405	2014-01-18	3.7	A	1.0	A	485	A
USGS	01104405	2014-01-19	3.6	A	1.3	A	560	A
USGS	01104405	2014-01-20	3.3	A	1.3	A	434	A
USGS	01104405	2014-01-21	3.0	A:e	0.1	A	431	A
USGS	01104405	2014-01-22	2.8	A:e	0.1	A	627	A
USGS	01104405	2014-01-23	2.6	A	0.1	A	487	A
USGS	01104405	2014-01-24	2.5	A	0.1	A	478	A
USGS	01104405	2014-01-25	2.4	A	0.1	A	440	A
USGS	01104405	2014-01-26	1.8	A	0.1	A	426	A
USGS	01104405	2014-01-27	1.9	A	0.1	A	502	A
USGS	01104405	2014-01-28	1.5	A:e	0.1	A	459	A
USGS	01104405	2014-01-29	1.3	A:e	0.1	A	430	A
USGS	01104405	2014-01-30	1.3	A:e	0.1	A	431	A
USGS	01104405	2014-01-31	1.4	A:e	0.1	A	408	A
USGS	01104405	2014-02-01	1.5	A	0.2	A	391	A
USGS	01104405	2014-02-02	1.8	A	0.5	A	379	A
USGS	01104405	2014-02-03	2.0	A	0.5	A	480	A
USGS	01104405	2014-02-04	1.8	A	0.4	A	652	A
USGS	01104405	2014-02-05	1.9	A:e	0.2	A	536	A
USGS	01104405	2014-02-06	2.0	A:e	0.0	A	1110	A
USGS	01104405	2014-02-07	2.0	A:e	0.1	A	516	A
USGS	01104405	2014-02-08	2.0	A:e	0.1	A	455	A
USGS	01104405	2014-02-09	2.0	A:e	0.1	A	434	A
USGS	01104405	2014-02-10	1.9	A:e	0.1	A	584	A
USGS	01104405	2014-02-11	1.9	A:e	0.1	A	464	A
USGS	01104405	2014-02-12	2.0	A:e	0.1	A	450	A
USGS	01104405	2014-02-13	2.2	A:e	0.1	A	481	A
USGS	01104405	2014-02-14	11	A	0.0	A	2650	A
USGS	01104405	2014-02-15	7.2	A:e	0.0	A	1190	A
USGS	01104405	2014-02-16	5.1	A:e	0.0	A	1800	A
USGS	01104405	2014-02-17	4.5	A:e	0.0	A	748	A
USGS	01104405	2014-02-18	4.0	A:e	0.0	A	690	A
USGS	01104405	2014-02-19	4.0	A:e	0.0	A	1310	A
USGS	01104405	2014-02-20	4.2	A:e	0.0	A	1120	A
USGS	01104405	2014-02-21	5.6	A	0.1	A	1110	A
USGS	01104405	2014-02-22	4.4	A	0.6	A	826	A
USGS	01104405	2014-02-23	3.9	A	1.6	A	699	A
USGS	01104405	2014-02-24	3.9	A:e	1.3	A	648	A
USGS	01104405	2014-02-25	3.6	A:e	0.3	A	614	A
USGS	01104405	2014-02-26	3.3	A:e	0.1	A	607	A
